pmid,tier,model,design,confidence,reason,parse_error,latency_s,cost_usd,call_started_utc
36003120,opus,claude-opus-4-7,cross_sectional,high,Abstract explicitly states 'cross-sectional observational design' with a single survey of 519 upper secondary students.,,4.83,0.092213,2026-05-21T05:17:38.021390+00:00
36003120,sonnet,claude-sonnet-4-6,cross_sectional,high,Abstract explicitly states 'cross-sectional observational design' with a single survey of 519 students.,,6.11,0.012929,2026-05-21T05:17:37.190523+00:00
39535584,opus,claude-opus-4-7,cross_sectional,high,"Single-timepoint survey of 370 participants answering questionnaires, analyzed with SEM; no repeated measures or manipulation.",,7.8,0.091275,2026-05-21T05:17:42.856778+00:00
39535584,sonnet,claude-sonnet-4-6,cross_sectional,high,"A single sample of 370 participants completed self-report measures at one time point, analyzed via structural equation modelling.",,9.88,0.012584,2026-05-21T05:17:41.701477+00:00
39535584,haiku,claude-haiku-4-5,cross_sectional,high,Single sample of 370 participants answered survey questions at one time point; structural equation modeling tested associations without follow-up.,,12.91,0.007053,2026-05-21T05:17:39.523380+00:00
25410278,sonnet,claude-sonnet-4-6,longitudinal,high,Participants were surveyed at baseline and re-contacted 6 months later to assess migration to online gambling.,,4.21,0.012257,2026-05-21T05:17:50.658455+00:00
25410278,opus,claude-opus-4-7,longitudinal,high,"Participants completed baseline questionnaire and were re-contacted 6 months later to assess migration, indicating a prospective two-wave design.",,4.87,0.088575,2026-05-21T05:17:51.586824+00:00
25410278,haiku,claude-haiku-4-5,longitudinal,high,Baseline questionnaire with 6-month follow-up re-contact measuring migration to online gambling across two time points.,,13.7,0.007332,2026-05-21T05:17:43.299557+00:00
30110801,sonnet,claude-sonnet-4-6,content_analysis,medium,"Study extracts and analyzes structured data from gambling logs of an online lottery game, coding behavioral patterns.",,4.3,0.011834,2026-05-21T05:17:54.868191+00:00
30110801,opus,claude-opus-4-7,content_analysis,medium,"Structured quantitative analysis of gambling logs extracting distributions of bet value, pool size, and waiting times from an online lottery game.",,4.01,0.0852,2026-05-21T05:17:56.459888+00:00
36704251,opus,claude-opus-4-7,cross_sectional,high,Single-timepoint sample of 295 players combining donated playtime/spend data with wellbeing measures analyzed via quantile regression.,,3.71,0.087375,2026-05-21T05:18:00.471714+00:00
36704251,sonnet,claude-sonnet-4-6,cross_sectional,high,Player-donated data and wellbeing measures were collected at a single time point from 295 players without follow-up.,,5.52,0.012156,2026-05-21T05:17:59.163701+00:00
36704251,haiku,claude-haiku-4-5,cross_sectional,high,Single-timepoint collection of objective spending/playtime data combined with psycho-environmental and wellbeing measures from 295 players.,,12.49,0.00919,2026-05-21T05:17:56.998251+00:00
35604522,sonnet,claude-sonnet-4-6,qualitative,high,Qualitative inductive content analysis of open-ended responses identifying themes about motives to engage with or refrain from gambling/loot boxes.,,5.31,0.012471,2026-05-21T05:18:04.684436+00:00
30110801,haiku,claude-haiku-4-5,unspecified,medium,Applies random-walk mathematical modeling to probability distributions extracted from game logs without experimental or survey design.,,18.12,0.011178,2026-05-21T05:17:52.436354+00:00
37915884,sonnet,claude-sonnet-4-6,cross_sectional,high,Abstract explicitly states 'cross-sectional survey data were collected in April 2021' at a single time point.,,5.91,0.012396,2026-05-21T05:18:10.556883+00:00
35604522,opus,claude-opus-4-7,qualitative,high,Abstract explicitly describes open-ended questions analyzed via qualitative inductive content analysis to identify motive themes.,,7.58,0.089025,2026-05-21T05:18:09.489084+00:00
35604522,haiku,claude-haiku-4-5,qualitative,high,Inductive content analysis identified themes from open-ended survey questions about motives.,,14.41,0.009151,2026-05-21T05:18:04.181778+00:00
37915884,opus,claude-opus-4-7,cross_sectional,high,Abstract explicitly states 'Cross-sectional survey data were collected in April 2021' from past-year gamblers.,,3.75,0.089287,2026-05-21T05:18:16.463525+00:00
37915884,haiku,claude-haiku-4-5,cross_sectional,high,Abstract explicitly states 'Cross-sectional survey data were collected in April 2021' at single time point.,,11.02,0.006638,2026-05-21T05:18:09.994076+00:00
