pmid,tier,model,sample_idx,verdict,domains,reason,parse_error,error,latency_s,cost_usd
27378999,haiku,claude-haiku-4-5,1,Exclude,,"General clinical comparison of compulsive buying disorder; does not examine game-specific hoarding, item retention, loot boxes, or inventory mechanics.",,,20.07,0.015736
40248688,sonnet,claude-sonnet-4-6,0,Exclude,,"Validates a reward-deficiency questionnaire across behavioral addictions; no game-specific hoarding, inventory, gacha, or loss-aversion measures.",,,3.47,0.014432
40248688,sonnet,claude-sonnet-4-6,1,Exclude,,"Validates a reward-deficiency questionnaire; no game-specific hoarding, inventory, gacha, or collecting behavior examined.",,,4.92,0.001746
40248688,sonnet,claude-sonnet-4-6,2,Exclude,,"Validates a neurobiological questionnaire for addictive behaviors; no game-item hoarding, loot box, or in-game collecting behavior examined.",,,3.65,0.001836
40248688,opus,claude-opus-4-7,0,Exclude,,"Validation of a reward deficiency syndrome questionnaire; no focus on in-game hoarding, loot boxes, completionism, or virtual item retention.",,,3.47,0.104606
40248688,haiku,claude-haiku-4-5,2,Exclude,,"Validates general reward deficiency syndrome scale across addictions; does not examine specific in-game hoarding, loot-box, or completionism behaviors.",,,19.65,0.014337
40248688,opus,claude-opus-4-7,1,Exclude,,"Psychometric validation of a reward deficiency syndrome questionnaire; does not examine hoarding, loot boxes, completionism, or virtual item retention behaviors.",,,6.22,0.014195
40248688,opus,claude-opus-4-7,2,Exclude,,"Psychometric validation of a reward deficiency questionnaire; does not examine in-game hoarding, loot boxes, completionism, or virtual item behaviors.",,,4.27,0.01397
40291985,haiku,claude-haiku-4-5,1,Exclude,,Narrative review without empirical data; protocol requires empirical studies or systematic reviews.,,,15.05,0.01107
40291985,haiku,claude-haiku-4-5,0,Exclude,,Narrative review on spirituality and behavioral addictions broadly; does not specifically examine game-hoarding behaviors or their connections.,,,20.21,0.014245
40291985,sonnet,claude-sonnet-4-6,0,Exclude,,"Narrative review on spirituality and behavioural addictions; no game-specific hoarding, inventory, or collecting behavior examined.",,,3.55,0.013341
40248688,haiku,claude-haiku-4-5,0,Maybe,,Examines IGD and compulsive buying but no specific game hoarding/collecting behaviors analyzed.,,,48.08,0.032457
40291985,sonnet,claude-sonnet-4-6,1,Exclude,,"Narrative review on spirituality and behavioral addictions; no game-specific hoarding, inventory, or collecting behavioral measures.",,,3.38,0.001636
40291985,sonnet,claude-sonnet-4-6,2,Exclude,,"Narrative review on spirituality and behavioral addictions; no game-specific hoarding, inventory, loot box, or completionism behavioral measures.",,,3.51,0.001711
40291985,opus,claude-opus-4-7,0,Exclude,,"Narrative review of spirituality and behavioural addictions broadly; no focus on hoarding, loot boxes, or in-game accumulation behaviors.",,,3.53,0.096919
40248688,haiku,claude-haiku-4-5,1,Maybe,Cross-domain,Examines gaming disorder and compulsive buying connection via reward deficiency; specific link to game-hoarding behaviors unclear.,,,53.32,0.037292
40291985,opus,claude-opus-4-7,1,Exclude,,"Narrative review on spirituality and behavioural addictions broadly; no focus on hoarding, loot boxes, completionism, or virtual item accumulation.",,,3.89,0.096994
40291985,haiku,claude-haiku-4-5,2,Exclude,,"Narrative review on spirituality and behavioral addictions; not an empirical study, systematic review, or meta-analysis per protocol.",,,17.95,0.01269
40291985,opus,claude-opus-4-7,2,Exclude,,"Narrative review on spirituality and behavioural addictions broadly; no focus on hoarding, loot boxes, completionism, or game-item accumulation behaviors.",,,3.92,0.013436
26165928,sonnet,claude-sonnet-4-6,0,Exclude,,"Studies video game addiction and personality/compulsive buying without examining in-game hoarding, inventory, gacha, or related behavioral domains.",,,3.03,0.014185
26165928,sonnet,claude-sonnet-4-6,1,Exclude,,"Studies general behavioral addictions and personality traits; no game-specific hoarding, virtual items, loot boxes, or related constructs examined.",,,3.46,0.001761
26165928,sonnet,claude-sonnet-4-6,2,Exclude,,"Studies video game addiction and compulsive buying via personality traits, not in-game hoarding or collecting behaviors.",,,3.58,0.001671
26165928,opus,claude-opus-4-7,0,Exclude,,"Study on personality traits and behavioral addictions broadly; no focus on hoarding, loot boxes, inventory, or specific game accumulation behaviors.",,,4.11,0.103688
26165928,haiku,claude-haiku-4-5,0,Exclude,,"Empirical study of behavioral addictions and personality; does not examine game-specific hoarding, loot boxes, inventory management, or achievement behaviors.",,,19.86,0.014102
26165928,opus,claude-opus-4-7,1,Exclude,,"Study examines personality correlates of behavioral addictions including video game addiction broadly, without addressing hoarding, collecting, or any specific accumulation behavior.",,,3.86,0.013821
26165928,opus,claude-opus-4-7,2,Exclude,,"General study of behavioral addictions and personality; no focus on hoarding, loot boxes, inventory, completionism, or loss aversion in games.",,,3.66,0.013371
26165928,haiku,claude-haiku-4-5,1,Exclude,,Study measures generic video game addiction and personality; lacks specific hoarding-related game behaviors or OCD connections.,,,24.65,0.017702
35722786,haiku,claude-haiku-4-5,0,Exclude,,Editorial response without original empirical data; excluded per exclusion criterion 4.,,,13.39,0.00967
26165928,haiku,claude-haiku-4-5,2,Exclude,,General behavioral addiction study; lacks focus on game-specific hoarding behaviors targeted by review.,,,32.56,0.022117
35722786,sonnet,claude-sonnet-4-6,0,Exclude,,Commentary/response piece with no original data; meets exclusion criterion 4 (editorial without original data).,,,3.82,0.012835
35722786,sonnet,claude-sonnet-4-6,1,Exclude,,Commentary/response letter with no original data; meets exclusion criterion 4 (editorial without original data).,,,3.64,0.012835
35722786,haiku,claude-haiku-4-5,2,Exclude,,Response/commentary piece without original empirical data; excluded by criterion 4.,,,14.87,0.010585
35722786,haiku,claude-haiku-4-5,1,Exclude,,Response/commentary piece on loot box definition; lacks original empirical data per exclusion criterion #4.,,,17.76,0.012055
35722786,sonnet,claude-sonnet-4-6,2,Exclude,,Commentary/response piece without original data; falls under exclusion criterion 4 (editorials and opinion pieces).,,,3.37,0.001572
35722786,opus,claude-opus-4-7,1,Exclude,,"Commentary/response letter without original data, excluded per criterion 4.",,,3.2,0.09135
35722786,opus,claude-opus-4-7,0,Exclude,,Commentary/response letter without original data on loot box definitions; excluded as opinion piece per exclusion criterion 4.,,,3.91,0.092625
35722786,opus,claude-opus-4-7,2,Exclude,,"Commentary/response letter without original empirical data, failing peer-reviewed empirical study requirement.",,,3.89,0.011508
18710846,sonnet,claude-sonnet-4-6,0,Exclude,,"Study examines ethnic stereotypes in medical education; no game behavior, hoarding, or related constructs.",,,4.63,0.014091
18710846,haiku,claude-haiku-4-5,0,Exclude,,"Medical education study on ethnic stereotypes; no connection to digital games, gaming behaviors, or hoarding constructs.",,,9.63,0.007865
18710846,sonnet,claude-sonnet-4-6,1,Exclude,,Medical education study on ethnic stereotypes; no game behavior or hoarding constructs involved.,,,3.31,0.001597
18710846,haiku,claude-haiku-4-5,2,Exclude,,"Examines ethnic stereotypes in medical education with no connection to games, hoarding, or digital contexts.",,,10.09,0.008025
18710846,haiku,claude-haiku-4-5,1,Exclude,,Unrelated to digital games; concerns medical education and stereotype threat in medical school.,,,12.23,0.00866
18710846,opus,claude-opus-4-7,0,Exclude,,Qualitative study on ethnic stereotypes in medical education; no game or hoarding component.,,,3.35,0.102169
18710846,opus,claude-opus-4-7,1,Exclude,,Qualitative study on ethnic stereotypes and medical student underachievement; unrelated to games or hoarding behaviors.,,,3.1,0.102994
18710846,sonnet,claude-sonnet-4-6,2,Exclude,,"Study concerns ethnic stereotypes in medical education; no game behavior, hoarding, or virtual item constructs.",,,5.31,0.001657
18710846,opus,claude-opus-4-7,2,Exclude,,Qualitative study on ethnic stereotypes and medical student underachievement; no game or hoarding component.,,,4.02,0.012476
30427931,sonnet,claude-sonnet-4-6,0,Exclude,,"Behavioral addiction typology study with no game-specific hoarding, inventory, gacha, or completionism behavioral measures.",,,3.36,0.014091
30427931,sonnet,claude-sonnet-4-6,1,Exclude,,"General behavioral addiction typology study; no game-specific hoarding, inventory, loot box, or virtual item behavioral measures examined.",,,4.79,0.001729
30427931,haiku,claude-haiku-4-5,0,Exclude,,"Paper studies clinical typologies of behavioral addictions broadly. Does not examine game-specific hoarding behaviors: loot boxes, gacha, inventory management, completionism, or item retention.",,,14.6,0.011013
30427931,sonnet,claude-sonnet-4-6,2,Exclude,,"Behavioral addiction typology study; includes videogame use but no game-specific hoarding, collecting, or inventory behavior measures.",,,3.91,0.001729
30427931,opus,claude-opus-4-7,0,Exclude,,"Clinical typology study of behavioral addictions including videogame use, but no focus on hoarding, collecting, or accumulation behaviors in games.",,,3.51,0.102994
30427931,opus,claude-opus-4-7,1,Exclude,,"Broad behavioral addictions typology study; videogame use included but no focus on hoarding, loot boxes, completionism, or relevant constructs.",,,4.16,0.102994
30427931,haiku,claude-haiku-4-5,1,Maybe,,"Studies behavioral addictions including excessive videogame use, but abstract does not specify hoarding-related in-game behaviors; requires full-text review.",,,20.77,0.015343
30427931,haiku,claude-haiku-4-5,2,Maybe,,"Examines behavioral addiction typologies including excessive gaming and compulsive buying, but abstract doesn't clarify game-specific hoarding measurement.",,,23.93,0.016458
30427931,opus,claude-opus-4-7,2,Exclude,,"Clinical typology study of behavioral addictions and eating disorders; videogame use included but no hoarding, loot box, or accumulation behavior examined.",,,6.78,0.013565
31387459,sonnet,claude-sonnet-4-6,0,Exclude,,"Study examines SEO optimization ethics, not digital games or any hoarding-related game behavior.",,,3.22,0.01387
31387459,haiku,claude-haiku-4-5,0,Exclude,,"Study examines web search engine optimization practices, not digital games or hoarding-related game behavior.",,,10.29,0.009084
31387459,sonnet,claude-sonnet-4-6,1,Exclude,,"Paper concerns SEO and web search optimization ethics, with no connection to games, hoarding, or any included behavioral domains.",,,4.17,0.001687
31387459,sonnet,claude-sonnet-4-6,2,Exclude,,"Study examines SEO optimization practices, not digital games or any hoarding-related game behavior.",,,3.41,0.001612
31387459,haiku,claude-haiku-4-5,1,Exclude,,"Ethnographic study of SEO practices, not digital games or hoarding behaviors. Fails inclusion criteria 3 and 4.",,,12.96,0.011229
31387459,opus,claude-opus-4-7,0,Exclude,,SEO ethics study on web search engines; no game component or hoarding-related behavior.,,,3.29,0.099619
31387459,haiku,claude-haiku-4-5,2,Exclude,,"Studies web search optimization practices, not digital games. 'Gaming the system' is metaphorical; unrelated to game mechanics or hoarding.",,,11.01,0.008854
31387459,opus,claude-opus-4-7,1,Exclude,,SEO ethics study on web search engines; no game component or hoarding-related behavior.,,,3.55,0.099619
31387459,opus,claude-opus-4-7,2,Exclude,,"SEO ethics study about web search engines, unrelated to digital games or hoarding behaviors.",,,5.05,0.012065
34860130,sonnet,claude-sonnet-4-6,0,Exclude,,"Examines loss aversion in health gamification (step goals), not in digital game item/inventory behavior contexts.",,,6.76,0.014335
34860130,sonnet,claude-sonnet-4-6,1,Exclude,,"Examines loss aversion in health gamification (step goals), not digital game item behaviors or virtual inventory contexts.",,,4.22,0.001704
34860130,haiku,claude-haiku-4-5,1,Exclude,,"Gamification for fitness with loss aversion; not about hoarding, collecting, or item retention in digital games.",,,16.37,0.011327
34860130,sonnet,claude-sonnet-4-6,2,Exclude,,"Studies loss aversion in health gamification (step goals), not in-game item retention or any targeted game behavior domain.",,,3.45,0.001719
34860130,opus,claude-opus-4-7,0,Exclude,,"Loss aversion in a gamified physical activity intervention, not in a digital game context with in-game items or hoarding behaviors.",,,4.27,0.103087
34860130,opus,claude-opus-4-7,1,Exclude,,"Loss aversion in a gamified physical-activity intervention, not in a digital game context; outside scope of game-based behavioral domains.",,,3.53,0.103237
34860130,opus,claude-opus-4-7,2,Exclude,,"Loss aversion in a pedometer gamification health trial, not in a digital game context with the relevant hoarding/collecting behaviors.",,,3.63,0.013233
34860130,haiku,claude-haiku-4-5,2,Maybe,D1,Loss aversion in gamification meets criteria but lacks hoarding focus and game context.,,,34.37,0.023347
40987326,haiku,claude-haiku-4-5,0,Exclude,,"Study examines cooperation and joint commitment in a hunting game, not hoarding-related behaviors in any domain.",,,13.88,0.012824
40987326,haiku,claude-haiku-4-5,1,Exclude,,"Studies cooperation mechanisms in game task, not hoarding, item-retention, accumulation, or loss-aversion behaviors.",,,13.92,0.009469
40987326,sonnet,claude-sonnet-4-6,0,Exclude,,"Studies cooperative hunting game mechanics and joint commitment theory with no hoarding, collecting, or inventory behavior constructs.",,,3.32,0.01375
40987326,sonnet,claude-sonnet-4-6,1,Exclude,,"Studies cooperative hunting game mechanics and joint commitment theory; no hoarding, collecting, loot box, or related behavioral constructs.",,,3.31,0.00169
40987326,opus,claude-opus-4-7,0,Exclude,,"Cooperative hunting game study on joint commitment; no relevance to hoarding, loot boxes, completionism, or any reviewed behavioral domain.",,,6.2,0.101119
40987326,sonnet,claude-sonnet-4-6,2,Exclude,,"Studies cooperative hunting behavior and joint commitment theory; no connection to hoarding, collecting, loot boxes, or any target behavioral domain.",,,10.4,0.001705
40987326,opus,claude-opus-4-7,1,Exclude,,"Study of cooperative hunting and joint commitment in a multi-player game; no relevance to hoarding, loot boxes, or any behavioral domain.",,,3.03,0.013397
40987326,opus,claude-opus-4-7,2,Exclude,,"Study of joint commitment in cooperative hunting game; no relevance to hoarding, collecting, loss aversion, or any target domain.",,,3.93,0.013022
40987326,haiku,claude-haiku-4-5,2,Exclude,,"Game study of cooperation, not hoarding, item collecting, inventory management, completionism, backlog accumulation, or related psychological-dysfunction measures.",,,19.25,0.017649
34860130,haiku,claude-haiku-4-5,0,Include,D1,Peer-reviewed empirical study directly examining loss aversion in gamified level system; explicitly within inclusion criteria scope for loss aversion in game contexts.,,,57.5,0.037677
41860608,sonnet,claude-sonnet-4-6,0,Exclude,,"Population-level screening tool for addictive behaviours; gaming is incidental with no hoarding, collecting, or inventory behavioral measures.",,,6.1,0.014522
41860608,sonnet,claude-sonnet-4-6,1,Exclude,,"Population-level addictive behaviour screening tool; no examination of in-game hoarding, virtual items, or game-specific constructs.",,,3.18,0.001789
41860608,haiku,claude-haiku-4-5,0,Exclude,,"General problematic gaming prevalence study; does not examine specific hoarding, gacha, inventory, or completionism behaviors required.",,,16.94,0.011471
41860608,haiku,claude-haiku-4-5,1,Exclude,,"Screening tool validation for general problematic gaming; lacks examination of specific in-game hoarding behaviors (item retention, gacha, completionism, backlog, inventory paralysis).",,,17.06,0.011451
41860608,sonnet,claude-sonnet-4-6,2,Exclude,,"Population-level addiction screening tool; no focus on game-specific hoarding, virtual items, loot boxes, or related behavioral domains.",,,3.89,0.001775
41860608,opus,claude-opus-4-7,0,Exclude,,"General problematic-behaviour screening scale covering gaming/gambling broadly, with no focus on hoarding, loot boxes, inventory, or collecting behaviors.",,,3.92,0.105787
41860608,haiku,claude-haiku-4-5,2,Exclude,,"Generic internet-use-disorder screening tool; no examination of specific in-game hoarding, collecting, inventory, or loss-aversion behaviors.",,,18.09,0.012916
41860608,opus,claude-opus-4-7,1,Exclude,,"General addictive-behaviour screening scale covering gaming/gambling broadly; no focus on hoarding, loot boxes, inventory, completionism, or loss aversion.",,,3.78,0.014265
41860608,opus,claude-opus-4-7,2,Exclude,,"General addictive-behaviour screening scale covering gaming/gambling broadly; no focus on hoarding, loot boxes, inventory, completionism, or backlog accumulation.",,,3.89,0.014415
19839446,sonnet,claude-sonnet-4-6,0,Exclude,,"Business performance measurement article with no game component, virtual items, or hoarding-related behavioral constructs.",,,3.67,0.013907
19839446,haiku,claude-haiku-4-5,0,Exclude,,"Business metrics commentary without game context, behavioral hoarding, or original empirical data.",,,8.64,0.007655
19839446,haiku,claude-haiku-4-5,2,Exclude,,"Business performance measurement practitioner article; no relevance to game behavior, hoarding, or any domain.",,,8.92,0.007715
19839446,sonnet,claude-sonnet-4-6,1,Exclude,,"Business performance measurement paper with no game, hoarding, or psychological behavior component.",,,4.68,0.001554
19839446,haiku,claude-haiku-4-5,1,Exclude,,"Entirely about corporate performance measurement; contains no gaming, hoarding, or behavioral gaming content.",,,11.01,0.00833
19839446,sonnet,claude-sonnet-4-6,2,Exclude,,"Business performance measurement article with no game component, virtual items, or hoarding-related behavioral constructs.",,,3.68,0.001629
19839446,opus,claude-opus-4-7,0,Exclude,,Business performance measurement article unrelated to digital games or hoarding behaviors.,,,3.27,0.099844
19839446,opus,claude-opus-4-7,1,Exclude,,Business article on corporate performance measurement; no game context or hoarding-related behavior.,,,3.43,0.099919
19839446,opus,claude-opus-4-7,2,Exclude,,Business article on corporate performance measurement; no game or hoarding behavior content.,,,3.32,0.099769
40422088,sonnet,claude-sonnet-4-6,0,Exclude,,"AI swarm algorithm for game terrain; no behavioral, psychological, or hoarding-related constructs studied.",,,5.1,0.013731
40422088,sonnet,claude-sonnet-4-6,1,Exclude,,"Swarm AI algorithm for game terrain; no behavioral, psychological, or hoarding-related constructs examined.",,,2.66,0.001643
40422088,sonnet,claude-sonnet-4-6,2,Exclude,,"AI swarm algorithm for game terrain; no hoarding, collecting, loss aversion, or psychological ownership content.",,,3.3,0.001643
40422088,haiku,claude-haiku-4-5,0,Exclude,,"Focuses on game AI algorithm design, not player hoarding, item retention, collecting, inventory, achievement, or backlog behaviors.",,,14.97,0.011904
40422088,haiku,claude-haiku-4-5,2,Exclude,,"Studies swarm AI algorithm optimization for combat, not hoarding-related behaviors, item retention, or loss aversion.",,,13.89,0.010409
40422088,haiku,claude-haiku-4-5,1,Exclude,,"Technical algorithm paper for game combat mechanics; no examination of hoarding, collecting, or loss aversion.",,,14.6,0.010874
40422088,opus,claude-opus-4-7,0,Exclude,,"Swarm AI algorithm for game agents; no hoarding, collecting, or psychological behavior measures.",,,3.23,0.10065
40422088,opus,claude-opus-4-7,1,Exclude,,"Swarm AI algorithm for game agents; no hoarding, collecting, or psychological measures relevant to review scope.",,,4.24,0.012699
40422088,opus,claude-opus-4-7,2,Exclude,,"Swarm AI algorithm for game agents; no hoarding, collecting, or psychological measures relevant to review domains.",,,4.4,0.012699
31366420,sonnet,claude-sonnet-4-6,0,Exclude,,Editorial overview of gaming disorder without original empirical data or focus on hoarding/collecting behavioral domains.,,,3.38,0.013247
31366420,sonnet,claude-sonnet-4-6,1,Exclude,,"Editorial/overview article on gaming disorder with no original empirical data on hoarding, inventory, or collecting behaviors.",,,3.36,0.001607
31366420,haiku,claude-haiku-4-5,1,Exclude,,Narrative review of clinical gaming disorder diagnosis; lacks empirical data and does not target specific in-game behavioral domains.,,,16.83,0.012273
31366420,haiku,claude-haiku-4-5,0,Exclude,,Clinical review of gaming disorder without empirical data or focus on specific hoarding-related behaviors.,,,20.21,0.015473
31366420,opus,claude-opus-4-7,0,Exclude,,"General overview of gaming disorder and treatment; no focus on hoarding, loot boxes, completionism, or loss aversion behaviors.",,,3.65,0.097087
31366420,sonnet,claude-sonnet-4-6,2,Exclude,,"Editorial/clinical overview of gaming disorder without empirical data on hoarding, collecting, or inventory behaviors.",,,10.85,0.001577
31366420,opus,claude-opus-4-7,1,Exclude,,"General overview of gaming disorder without focus on hoarding, loot boxes, completionism, or any specified behavioral domain.",,,3.52,0.012429
31366420,opus,claude-opus-4-7,2,Exclude,,Opinion/review article on gaming disorder classification and treatment without original data or focus on hoarding-related behaviors.,,,3.83,0.012279
31366420,haiku,claude-haiku-4-5,2,Exclude,,Discusses gaming disorder characteristics and treatment; does not examine specific behavioral domains or connect to hoarding/OCD/collecting constructs.,,,24.17,0.017873
26441749,sonnet,claude-sonnet-4-6,0,Exclude,,Shopping addiction scale validation with no game component; no in-game behavior or virtual item construct examined.,,,3.66,0.014384
26441749,sonnet,claude-sonnet-4-6,1,Exclude,,Shopping addiction scale validation study with no game component or virtual item behavior.,,,3.09,0.001563
26441749,haiku,claude-haiku-4-5,2,Exclude,,"Examines shopping addiction generally, not game-related hoarding behaviors or game mechanics.",,,11.18,0.008981
26441749,haiku,claude-haiku-4-5,0,Exclude,,Shopping addiction scale for real-world consumer behavior; no game component or game-related behavioral measures examined.,,,14.46,0.009556
26441749,sonnet,claude-sonnet-4-6,2,Exclude,,"Shopping addiction scale validation study; no game component, virtual items, or game-related behavioral measures.",,,3.18,0.001653
26441749,haiku,claude-haiku-4-5,1,Exclude,,"Studies shopping addiction generally, not game-related hoarding. No gaming context or mechanics examined.",,,14.66,0.010776
26441749,opus,claude-opus-4-7,1,Exclude,,"Validation of a general shopping addiction scale; no game, loot box, or virtual item component.",,,2.98,0.103706
26441749,opus,claude-opus-4-7,0,Exclude,,"General shopping addiction scale validation with no game, loot box, or virtual item component.",,,3.15,0.103481
26441749,opus,claude-opus-4-7,2,Exclude,,"Validation of a general shopping addiction scale; no game, loot box, or virtual item component.",,,3.02,0.103706
36107949,sonnet,claude-sonnet-4-6,0,Exclude,,Compulsive buying study with no game mechanic or digital game component; no relevant behavioral domain covered.,,,3.16,0.014323
36107949,sonnet,claude-sonnet-4-6,1,Exclude,,Studies compulsive buying in a COVID context with no game mechanic or virtual item component.,,,2.7,0.001631
36107949,sonnet,claude-sonnet-4-6,2,Exclude,,Compulsive buying study with no game component; purely pandemic/COVID distress context without any game mechanic.,,,3.26,0.001706
36107949,haiku,claude-haiku-4-5,0,Exclude,,"Examines real-world compulsive buying during COVID, not game-specific hoarding, item retention, or game mechanics.",,,11.99,0.009382
36107949,opus,claude-opus-4-7,0,Exclude,,"Compulsive buying during COVID-19 with no game, loot box, or virtual item component.",,,3.21,0.101738
36107949,haiku,claude-haiku-4-5,2,Exclude,,"Examines compulsive buying in pandemic context without any game behavior, virtual items, or game mechanics component.",,,13.66,0.011177
36107949,haiku,claude-haiku-4-5,1,Exclude,,Real-world compulsive buying study with no game component; outside scope of game-behavior systematic review.,,,14.61,0.011827
36107949,opus,claude-opus-4-7,2,Exclude,,"Compulsive buying study unrelated to games; no game mechanic, virtual item, or gaming behavior component examined.",,,3.31,0.012747
36107949,opus,claude-opus-4-7,1,Exclude,,"Compulsive buying study in general consumer context during COVID-19, no game mechanic or virtual item component.",,,7.51,0.012447
26236023,sonnet,claude-sonnet-4-6,0,Exclude,,"Cyberball is a social exclusion paradigm; no connection to hoarding, collecting, inventory, or loss aversion in games.",,,3.69,0.014027
26236023,haiku,claude-haiku-4-5,0,Exclude,,"Study examines social exclusion and expectancy violation in virtual ball-tossing game, not item hoarding, collecting, inventory management, or loss aversion.",,,10.07,0.008875
26236023,haiku,claude-haiku-4-5,1,Exclude,,"Cyberball social exclusion study; no examination of item hoarding, accumulation, or possession behaviors.",,,10.91,0.009005
26236023,sonnet,claude-sonnet-4-6,1,Exclude,,"Cyberball is a social exclusion paradigm; no hoarding, collecting, loot box, inventory, or loss aversion game behavior studied.",,,3.03,0.001794
26236023,sonnet,claude-sonnet-4-6,2,Exclude,,"Cyberball paradigm studies social exclusion via ERP; no hoarding, inventory, gacha, or game-behavioral constructs in scope.",,,3.37,0.001794
26236023,haiku,claude-haiku-4-5,2,Exclude,,"Paper examines neural responses to social exclusion; no relevance to hoarding, loot boxes, inventory, completionism, or loss aversion behaviors.",,,10.92,0.01125
26236023,opus,claude-opus-4-7,0,Exclude,,"Cyberball social exclusion ERP study; no hoarding, loot box, inventory, completionism, or loss aversion content in games.",,,3.32,0.100594
26236023,opus,claude-opus-4-7,1,Exclude,,"Neuroscience study of social exclusion via Cyberball paradigm; unrelated to hoarding, collecting, or accumulation behaviors in games.",,,3.53,0.101119
26236023,opus,claude-opus-4-7,2,Exclude,,"Neuroscience study of social exclusion via Cyberball paradigm; unrelated to hoarding, loot boxes, completionism, or any target behavioral domain.",,,3.71,0.013772
41567349,sonnet,claude-sonnet-4-6,0,Exclude,,"Screening tool for general internet/device addiction; no game-specific hoarding, inventory, loot box, or completionism behavioral measures.",,,2.87,0.014447
41567349,sonnet,claude-sonnet-4-6,1,Exclude,,"Screening tool for internet/digital addiction broadly; no game-specific hoarding, inventory, loot box, or completionism behavioral measures.",,,3.08,0.001782
41567349,sonnet,claude-sonnet-4-6,2,Exclude,,"Screening tool validation study for internet/digital addictions; no game-specific hoarding, inventory, or collecting behavior examined.",,,3.43,0.001737
41567349,opus,claude-opus-4-7,0,Exclude,,"General screening tool for behavioral addictions including gaming/gambling but not specific to hoarding, loot boxes, or any target domain.",,,3.27,0.104437
41567349,opus,claude-opus-4-7,1,Exclude,,"Generic screening tool for addictive behaviors (gaming, gambling, social media, etc.); no focus on hoarding, loot boxes, or accumulation behaviors.",,,3.43,0.014229
41567349,haiku,claude-haiku-4-5,1,Exclude,,Broad internet/digital addiction screening tool. Gaming included but not focused on game-specific hoarding or accumulation behaviors.,,,19.44,0.013507
41567349,haiku,claude-haiku-4-5,2,Exclude,,"Broad digital addiction screening tool; does not focus on game hoarding, loot boxes, inventory, or completionism.",,,20.75,0.011412
41567349,opus,claude-opus-4-7,2,Exclude,,"General screening tool for addictive behaviors including gaming/gambling broadly, without focus on hoarding, loot boxes, completionism, or item retention.",,,3.82,0.013704
41567349,haiku,claude-haiku-4-5,0,Exclude,,General internet addiction screening tool; does not specifically examine hoarding-related gaming behaviors or constructs.,,,23.52,0.016297
38571884,sonnet,claude-sonnet-4-6,0,Maybe,D3,"Examines monetization strategy (F2P vs P2P) and GD symptoms but focuses on disorder severity, not collecting or hoarding behaviors specifically.",,,3.1,0.014219
38571884,sonnet,claude-sonnet-4-6,1,Maybe,D3,"Examines monetization strategy (F2P/gacha-adjacent) and GD symptoms but lacks direct focus on collecting, hoarding, or loot box behavior.",,,3.24,0.001892
38571884,sonnet,claude-sonnet-4-6,2,Maybe,D3,"Examines monetization strategies and GD symptoms in adolescents; loot box/gacha behavioral measures not explicit, requiring full-text review.",,,3.68,0.001832
38571884,opus,claude-opus-4-7,0,Maybe,D3,Examines monetization strategy (F2P vs P2P) and gaming disorder symptoms but lacks explicit loot box/gacha behavioral measures; full-text needed.,,,3.33,0.103481
38571884,haiku,claude-haiku-4-5,1,Exclude,,"Examines gaming disorder symptoms and game characteristics generally, not in-game hoarding, item retention, loot box collecting, or related constructs.",,,15.04,0.011827
38571884,opus,claude-opus-4-7,1,Maybe,D3,Examines F2P monetization (including loot box/gacha-adjacent models) and gaming disorder symptoms; full-text needed to confirm loot box/gacha behavioral measures.,,,3.49,0.014576
38571884,opus,claude-opus-4-7,2,Maybe,D3,"Examines F2P monetization (including loot box/gacha-adjacent models) and gaming disorder symptoms, but focus is genre/monetization broadly rather than collecting behavior specifically.",,,3.81,0.0148
38571884,haiku,claude-haiku-4-5,0,Exclude,,"Links game characteristics to gaming disorder, not to hoarding, collecting, or loss-aversion constructs.",,,20.68,0.015892
38571884,haiku,claude-haiku-4-5,2,Exclude,,"Examines gaming disorder and genre/monetization generally, not hoarding-related behaviors, item retention, or explicit hoarding/OCD/loss-aversion links.",,,19.21,0.011277
32500211,sonnet,claude-sonnet-4-6,0,Exclude,,Studies loss aversion in addiction/SUD context with no game mechanic or virtual item component.,,,3.94,0.01447
32500211,sonnet,claude-sonnet-4-6,1,Exclude,,Studies addictive disorder and impulsive decision-making without any game mechanic or virtual item behavioral component.,,,2.81,0.001705
32500211,sonnet,claude-sonnet-4-6,2,Exclude,,Studies loss aversion in substance/addictive disorders with no game mechanic or virtual item component.,,,2.87,0.001675
32500211,haiku,claude-haiku-4-5,0,Exclude,,"Examines substance-use and addiction broadly, not in-game hoarding, loss aversion, or game-related behaviors.",,,12.92,0.010514
32500211,opus,claude-opus-4-7,0,Exclude,,Study on impulsive decision-making in substance/addictive disorders with no game component or hoarding-related construct.,,,4.2,0.103613
32500211,haiku,claude-haiku-4-5,2,Exclude,,"Examines loss aversion in substance-use disorders, not games; lacks required game-context component.",,,15.11,0.011474
32500211,opus,claude-opus-4-7,1,Exclude,,"Study on substance/addictive disorders and impulsive decision-making with no game, loot box, or virtual item context.",,,4.64,0.103688
32500211,opus,claude-opus-4-7,2,Exclude,,Study on substance/addictive disorders and impulsive decision-making; no game context or hoarding behavior examined.,,,3.11,0.012711
32500211,haiku,claude-haiku-4-5,1,Exclude,,No gaming context or mechanics mentioned; substance-use and addiction-disorder study.,,,18.36,0.012929
