pmid,title,authors,year,journal,abstract,domains,game_score,hoarding_score,relevance_score,source_query
36941849,Severity of behavioral addiction symptoms among young adults using non-prescribed sedatives/hypnotics.,Péter Lea et al.,2023,Addictive behaviors reports,"Young adulthood is considered a critical period in terms of non-medical use of sedatives/hypnotics (NMUSH) as well as different types of behavioral addictions (BAs). However, the relationship between these behaviors has received scarce attention among young adult samples. Therefore, the aim of the present study was to investigate the association between NMUSH and symptoms of distinct BAs among young adults. Analyses were conducted based on the data of two large sample studies (including a representative sample) carried out with young adult samples. The following BAs were assessed: problematic internet use, problematic video gaming, problematic social media use, problem gambling, exercise addiction, eating disorders, compulsive buying behavior, problematic mobile phone use, work addiction, and hair pulling. Symptoms of distinct BAs were analyzed in three groups formed based on the NMUSH: non-users, lifetime users, and current users. The symptoms of problematic internet use, problematic social media use, problem gambling, exercise addiction, eating disorders, compulsive buying behavior and work addiction were significantly more severe among lifetime and/or current non-medical sedative and hypnotic users, compared to the non-user participants. The symptoms of problematic mobile phone use were the most severe in the non-user group. The results suggest co-occurrence between NMUSH and distinct BAs among young adults. These findings draw attention to the need for preventive interventions for this high-risk population.",D3: Gacha / Loot box; Cross-domain: Hoarding link,1,1,1,Q1
36587418,"Obsessive-compulsive, harm-avoidance and persistence tendencies in patients with gambling, gaming, compulsive sexual behavior and compulsive buying-shopping disorders/concerns.",Mestre-Bach Gemma et al.,2023,Addictive behaviors,"There is a growing interest in determining the specific role of obsessive-compulsive features in different behavioral addictions. However, more studies comparing sizable clinical populations with different addictions are needed.Therefore, a main aim of the present study was to explore the presence of obsessive-compulsive features among people with different behavioral addictions (gambling disorder, internet gaming disorder, compulsive sexual behavior disorder and compulsive buying-shopping concerns). Through a clustering procedure, the existence of empirical clusters among treatment-seeking patients based on obsessive-compulsive measures was explored. The Symptom Checklist-Revised, and the Temperament and Character Inventory-Revised were obtained from 4,010 treatment-seeking patients. Obsessive-compulsive features were measured with the obsessive-compulsive subscale of the Symptom Checklist-Revised and the harm avoidance and persistence dimensions of the Temperament and Character Inventory-Revised. Cluster analysis was applied to explore the existence of empirical groups based on obsessive-compulsive features. Patients with compulsive sexual behavior disorder and compulsive buying-shopping disorder reported the highest scores on the obsessive-compulsive subscale, while patients with gambling disorder showed the lowest scores on harm avoidance, and patients with internet gaming disorder the lowest scores on persistence. Two mutually exclusive clusters were identified. Cluster 1 exhibited a more maladaptive psychopathological and personality profile than cluster. These results provide new evidence regarding obsessive-compulsive features in specific behavioral addictions. Therapeutic approaches should consider that different addictions may present distinct levels of obsessive-compulsive features.",D3: Gacha / Loot box; D4: Inventory / virtual possession; Cross-domain: Hoarding link,1,1,1,Q1
41822430,Food addiction in behavioral addictions: a network approach.,Gaspar-Pérez Anahí et al.,2026,Frontiers in psychology,"The comorbidity of mental disorders is a well-documented phenomenon. However, the co-occurrence of and underlying mechanisms of food addiction (FA) and behavioral addictions (BAs) have been scarcely investigated. Therefore, the aims of this study were as follows: (a) to perform a network analysis to explore the interrelationships between the clinical profile of patients seeking treatment for gaming disorder, compulsive buying-shopping disorder (CBSD), compulsive sexual behavior disorder, and the comorbid presence of multiple BAs and FA; (b) to identify the core symptoms (central nodes) and correlates contributing to the clinical profile of patients with this comorbidity; and (c) to determine empirically derived clusters of nodes depending on the presence or absence of FA. A sample of 209 participants (64.6% men and 35.4% women) was assessed using a semi-structured clinical interview to diagnose BAs, along with self-reported psychometric assessments of FA, general psychopathology, personality traits, emotion regulation, and impulsivity. Separate networks were estimated according to the presence or absence of FA. The nodes with the highest centrality indices among patients with FA + were self-directedness, followed by global psychopathological distress, age, and harm avoidance. Self-directedness was also identified as the most relevant bridging node among patients with FA+. The number of communities (clusters of nodes) and their composition varied depending on the presence of comorbid FA. The profile observed in patients with both BAs and FA appears more complex than that observed in those without FA, and this increased complexity may influence the course of the disorders as well as treatment outcomes.",Cross-domain: Hoarding link,1,1,1,Q1
39659159,Current Advances in Behavioral Addictions: From Fundamental Research to Clinical Practice.,Brand Matthias et al.,2025,The American journal of psychiatry,"Gambling disorder is the only behavioral addiction recognized as a clinical disorder in DSM-5, and Internet gaming disorder is included as a condition requiring further research. ICD-11 categorizes gambling and gaming disorders as disorders due to addictive behaviors. Additional behavioral addictions may include compulsive sexual behavior disorder, compulsive buying-shopping disorder, and problematic use of social media. This narrative review summarizes the current state of knowledge regarding these five (potential) disorders due to addictive behaviors. All five (potential) disorders are clinically relevant and prevalent. Behavioral addictions frequently co-occur with other mental and behavioral problems, such as depression, anxiety, and attention deficit hyperactivity disorder. Validated diagnostic instruments exist, with empirical support varying across conditions. No medications have approved indications from regulatory bodies for behavioral addictions, and cognitive-behavioral therapy has the most empirical support for efficacious treatment. Given that behavioral addictions are prevalent, frequently co-occur with psychiatric disorders, may often go undiagnosed and untreated, and have been linked to poorer treatment outcomes, active screening and treatment are indicated. Public health considerations should be expanded, and impacts of modern technologies should be investigated more intensively. Treatment optimization involving pharmacotherapy, psychotherapy, neuromodulation, and their combination warrants additional investigation.",D3: Gacha / Loot box; Cross-domain: Hoarding link,1,1,1,Q1
36814178,"The Relationship Between Childhood Trauma, Pathological Dissociation, and Behavioral Addictions in Young Adults: Findings from a Cross-Sectional Study.",Imperatori Claudio et al.,2023,Journal of trauma & dissociation : the official journal of the International Society for the Study of Dissociation (ISSD),"Interactions between childhood trauma (CT) and dissociation can contribute to psychiatric disturbances. We explored this phenomenon in relation to behavioral addictions (BAs) in a sample (n = 633) of young adults (age: 18-34 years). Self-report measures investigating CT, dissociation, and symptoms related to gambling disorder, internet gaming disorder, problematic social media use, exercise dependence and compulsive buying were used. Scales related to BAs were summarized into a single measure (""Total Behavioral Addiction Index"" - TBAI) for inferential analyses. A model analyzing the direct and indirect effects of CT on TBAI through the mediation of pathological dissociation was performed, controlling for confounding factors. Measures on CT, dissociation, and TBAI were significantly associated with each other (all p < .001). The total effect of CT on TBAI was significant (B = 0.063; CI: 0.045; 0.081); pathological dissociation significantly mediated such association (B = 0.023; CI: 0.013; 0.036). Our findings support the possibility that the interaction between CT and dissociation contributes to increase disturbances related to BAs.",D3: Gacha / Loot box; Cross-domain: Hoarding link,1,1,1,Q1
33028074,Global prevalence of gaming disorder: A systematic review and meta-analysis.,Stevens Matthew Wr et al.,2021,The Australian and New Zealand journal of psychiatry,"Gaming disorder was included in the latest revision of the International Classification of Diseases (11th ed.). Worldwide, prevalence estimates of gaming disorder are considerably heterogeneous and often appear to be exceedingly high. However, few studies have examined the methodological, cultural and/or demographic factors that might explain this phenomenon. This review employed meta-analytic techniques to compute the worldwide-pooled prevalence of gaming disorder and evaluate the potential contributing factors for varied prevalence estimates. Prevalence estimates were extracted from 53 studies conducted between 2009 and 2019, which included 226,247 participants across 17 different countries. Study findings were meta-analyzed using a random-effects model. Subgroup and moderator analyses examined potential sources of heterogeneity, including assessment tool and cut-off, participant age and gender, sample size and type, study region, and year of data collection. The worldwide prevalence of gaming disorder was 3.05% (confidence interval: [2.38, 3.91]); this figure was adjusted to 1.96% [0.19, 17.12] when considering only studies that met more stringent sampling criteria (e.g. stratified random sampling). However, these estimates were associated with significant variability. The choice of screening tool accounted for 77% of the variance, with the Lemmens Internet gaming disorder-9, Gaming Addiction Identification Test and Problematic Videogame Playing scales associated with the highest estimates. Adolescent samples, lower cut-off scores and smaller sample size were significant predictors of higher prevalence. Gaming disorder rates were approximately 2.5:1 in favor of males compared to females. The worldwide prevalence of gaming disorder appears to be comparable to obsessive-compulsive disorder and some substance-related addictions, but lower than compulsive buying and higher than problem gambling. Gaming disorder prevalence rates appear to be inflated by methodological characteristics, particularly measurement and sampling issues.",D3: Gacha / Loot box; D5: Completionism; Cross-domain: Hoarding link,1,1,1,Q1
38197896,"The relationship of game genres, in-game purchases, and playing duration with probable gaming disorder in two independent, large-scale online surveys of Japanese adults.",Oka Taiki et al.,2024,Journal of behavioral addictions,"Game genres, availability on smartphones, in-game purchases, and playing duration, have been thought to influence Gaming Disorder (GD). However, little research has comprehensively examined their relationships with GD. Therefore, we examined the relationship between GD, in-game purchases, gaming duration via consoles and smartphones, and genres of smartphone games. Study 1 was based on self-reports, and Study 2 included objective data to clarify these associations. We conducted two independent online surveys that collected sociodemographic data, game use patterns, and psychopathological assessment data, including GD severity (Study 1: N = 32,690; Study 2: N = 3,163). General mental illness scores and objective gaming time were also collected in Study 2. In Study 1, in-game purchases, several gaming genres, and subjective gaming duration were positively associated with probable GD. On the other hand, interactions between card games and loot box charges were negatively related to probable GD. In Study 2, objective gaming times of most game genres were not associated with GD. Although the correlation between subjective and objective gaming duration was moderate, their correlations with GD differed. These results suggest the complexity of relationships between GD and in-game purchases, genres, and gaming duration. Results of this study suggest the importance of proper assessment of GD reflecting actual functional impairment in social life. Future studies should improve and update evaluation of assessments for gaming.",D3: Gacha / Loot box; D6: Backlog,1,1,1,Q1
34899207,Delay Discounting in Established and Proposed Behavioral Addictions: A Systematic Review and Meta-Analysis.,Weinsztok Sarah et al.,2021,Frontiers in behavioral neuroscience,"Steep delay discounting, or a greater preference for smaller-immediate rewards over larger-delayed rewards, is a common phenomenon across a range of substance use and psychiatric disorders. Non-substance behavioral addictions (e.g., gambling disorder, internet gaming disorder, food addiction) are of increasing interest in delay discounting research. Individual studies have reported steeper discounting in people exhibiting various behavioral addictions compared to controls or significant correlations between discounting and behavioral addiction scales; however, not all studies have found significant effects. To synthesize the published research in this area and identify priorities for future research, we conducted a pre-registered systematic review and meta-analysis (following PRISMA guidelines) of delay discounting studies across a range of behavioral addiction categories. The final sample included 78 studies, yielding 87 effect sizes for the meta-analysis. For studies with categorical designs, we found statistically significant, medium-to-large effect sizes for gambling disorder (Cohen's d = 0.82) and IGD (d = 0.89), although the IGD effect size was disproportionately influenced by a single study (adjusted d = 0.53 after removal). Categorical internet/smartphone studies were non-significant (d = 0.16, p = 0.06). Aggregate correlations in dimensional studies were statistically significant, but generally small magnitude for gambling (r = 0.22), internet/smartphone (r = 0.13) and food addiction (r = 0.12). Heterogeneity statistics suggested substantial variability across studies, and publication bias indices indicated moderate impact of unpublished or small sample studies. These findings generally suggest that some behavioral addictions are associated with steeper discounting, with the most robust evidence for gambling disorder. Importantly, this review also highlighted several categories with notably smaller effect sizes or categories with too few studies to be included (e.g., compulsive buying, exercise addiction). Further research on delay discounting in behavioral addictions is warranted, particularly for categories with relatively few studies.",D3: Gacha / Loot box; Cross-domain: Hoarding link,1,1,1,Q1
31971427,Reduced loss aversion and inhibitory control in adolescents with internet gaming disorder.,Wang Lingxiao et al.,2020,Psychology of addictive behaviors : journal of the Society of Psychologists in Addictive Behaviors,"As adolescents are in a crucial developmental period, they are more susceptible than adults to Internet gaming disorder (IGD). The dual-system model proposed by Casey, Jones, and Hare (2008) emphasized the equal importance of reward-seeking and cognitive control systems in accounting for adolescents' risky behaviors. Considering that no study has simultaneously examined reward seeking (loss aversion, i.e., loss sensitivity relative to gain sensitivity) and cognitive control (inhibitory control) in IGD, this study aimed to investigate loss aversion and inhibitory control in the same IGD adolescent population. Forty five adolescent patients with IGD and 43 matched healthy control participants completed a mixed gambles task and a stop-signal task to measure loss aversion and inhibitory control, respectively. Two main findings were identified in this study. First, the IGD participants showed concurrent reduced loss aversion and inhibitory control, suggesting that differences in both systems serve as behavioral markers of IGD in adolescents. Second, the IGD participants were categorized into 2 distinct subtypes based on differences in loss aversion and inhibitory control, which implies specific therapies for specific subtypes of IGD adolescents. Therefore, this study extends the application of the dual-system model to explain adolescents' excessive Internet gaming behavior. (PsycInfo Database Record (c) 2020 APA, all rights reserved).",D1: Loss aversion / behavioral economics,1,1,1,Q1
38743487,Harm-to-self from gambling: A national study of Australian adults.,Tulloch Catherine et al.,2024,Journal of behavioral addictions,"Understanding how gambling harm is distributed is essential to inform effective harm reduction measures. This first national Australian study of gambling harm-to-self examined the extent, distribution, risk factors, and health related quality of life (HRQoL) impacts of this harm. A Random Digit Dialling sample of 15,000 Australian adults was weighted to key population variables. Key measures included the Gambling Harms Scale-10 (GHS-10), PGSI, SF-6D, gambling behaviours, and demographics. Analyses included ordinal logistic regression. Amongst gamblers, 14.7% reported harm on the GHS-10, including 1.9% reporting high-level harm. While high-level harm occurred mainly in the problem gambling group (77.3%), other PGSI groups accounted for most of the more prevalent low (98.5%) and moderate (87.2%) harms reported. Proximal predictors of greater harm were use of online gambling and more frequent gambling on electronic gaming machines (EGMs), race betting sports betting, poker, skin gambling, scratchies, and loot box purchasing. Distal predictors were being younger, male, single, Aboriginal or Torres Strait Islander, and speaking a non-English language at home. At the population level, the greatest aggregate HRQoL impacts were amongst lower-risk gamblers, confirming the results of other studies regarding the 'prevention paradox'. The distribution of harm across gambler risk groups indicates the need for preventive measures, not just interventions for problem gambling. Reducing harm requires modifying product features that amplify their risk, especially for EGMs, race betting and sports betting that are both inherently risky and widely used. Gambling harm exacerbates health disparities for disadvantaged and vulnerable groups, requiring targeted resources and support.",D3: Gacha / Loot box,1,1,1,Q1+Q2
28918416,[The methodology and sample description of the National Survey on Addiction Problems in Hungary 2015 (NSAPH 2015)].,Paksi Borbala et al.,2017,Neuropsychopharmacologia Hungarica : a Magyar Pszichofarmakologiai Egyesulet lapja = official journal of the Hungarian Association of Psychopharmacology,"This paper introduces the methods and methodological findings of the National Survey on Addiction Problems in Hungary (NSAPH 2015). Use patterns of smoking, alcohol use and other psychoactive substances were measured as well as that of certain behavioural addictions (problematic gambling - PGSI, DSM-V, eating disorders - SCOFF, problematic internet use - PIUQ, problematic on-line gaming - POGO, problematic social media use - FAS, exercise addictions - EAI-HU, work addiction - BWAS, compulsive buying - CBS). The paper describes the applied measurement techniques, sample selection, recruitment of respondents and the data collection strategy as well. Methodological results of the survey including reliability and validity of the measures are reported. The NSAPH 2015 research was carried out on a nationally representative sample of the Hungarian adult population aged 16-64 yrs (gross sample 2477, net sample 2274 persons) with the age group of 18-34 being overrepresented. Statistical analysis of the weight-distribution suggests that weighting did not create any artificial distortion in the database leaving the representativeness of the sample unaffected. The size of the weighted sample of the 18-64 years old adult population is 1490 persons. The extent of the theoretical margin of error in the weighted sample is ±2,5%, at a reliability level of 95% which is in line with the original data collection plans. Based on the analysis of reliability and the extent of errors beyond sampling within the context of the database we conclude that inconsistencies create relatively minor distortions in cumulative prevalence rates; consequently the database makes possible the reliable estimation of risk factors related to different substance use behaviours. The reliability indexes of measurements used for prevalence estimates of behavioural addictions proved to be appropriate, though the psychometric features in some cases suggest the presence of redundant items. The comparison of parameters of errors beyond sample selection in the current and previous data collections indicates that trend estimates and their interpretation requires outstanding attention and in some cases even correction procedures might become necessary.",D3: Gacha / Loot box; D5: Completionism; Cross-domain: Hoarding link,1,1,1,Q1
36606732,The relationship between problematic gambling severity and engagement with gambling products: Longitudinal analysis of the Emerging Adults Gambling Survey.,Wardle Heather et al.,2023,"Addiction (Abingdon, England)","To measure the association between problem gambling severity and 19 different gambling activities among emerging adults (aged 16-26). An online non-probability longitudinal survey collecting data in two waves: wave 1, July/August 2019; wave 2, July/October 2020. Great Britain PARTICIPANTS: A total of 2080 young adults participating in both waves. Problem gambling scores were collected using the Problem Gambling Severity Index (PGSI). Binary variables recorded past year participation in 19 different gambling forms, ranging from lotteries to online casino and gambling-like practices within digital games (e.g. loot box purchase, skin betting). Controls included socio-demographic/economic characteristics, the Eysenck Impulsivity Scale and the number of gambling activities undertaken. Zero inflated negative binomial model lacked evidence of an effect between past year participation in any individual activities and subsequent PGSI scores. However, negative binomial random effects models for current gamblers (n = 497) showed that skin betting (incidence-rate ratio [IRR] = 2.32; 95% CI = 1.69-3.19), fixed odd betting terminals (IRR = 2.21, 95% CI = 1.61-3.05), slot/fruit machines (IRR = 1.43, 95% CI = 1.07-1.91), online betting on horse/dog races (IRR = 1.53, 95% CI = 1.17-2.00) and online betting on non-sports events (IRR = 1.44, 95% CI = 1.11-1.89) were associated with increased PGSI scores. Online casino gambling had a significant interaction by wave; the impact of online casino betting in wave 2 on PGSI scores increased by a factor of 1.61. Past year participation of young adults (aged 16-26) in certain forms of gambling does not appear to be associated with future Problem Gambling Severity Index scores. Among young adults who are current gamblers, past year participation in certain land-based (e.g. electronic gaming machines) and online forms (e.g. skin betting) of gambling appears to be strongly associated with elevated Problem Gambling Severity Index scores.",D3: Gacha / Loot box; D6: Backlog,1,1,1,Q1+Q2
36864740,"Debate: Academics should collaborate with the technology industry, but not in lieu of noncollaborative research.",Xiao Leon Y,2023,Child and adolescent mental health,"Academic research collaborations with the technology industry should be complementary to and, importantly, must not replace noncollaborative research that is independent from the industry (and, in particular, 'adversarial research' whose negative findings will likely operate against industry interests). Reflecting on the author's own research projects concerning companies' compliance with video game loot box regulation, he agrees with Livingstone et al.'s proposition (Child and Adolescent Mental Health, 2022, 28, 150) that research seeking to identify problems (and thereby work against the industry's interests) should be conducted independently (p. 151), at least initially. He also echoes the sentiment expressed by Zendle and Wardle (Child and Adolescent Mental Health, 2022, 28, 155) that 'a moratorium' (p. 156) or a ban on industry collaborations is not a proportional response to legitimate concerns about conflict of interest stemming from the video game industry's discretionary provision of data access. A combined approach that conducts both noncollaborative and collaborative research, but with the latter being conducted only after the former's unbiased results are known, might prove fruitful. Academics must bear in mind that industry involvement at any particular stage of the research, or at all, is not always appropriate. Some research questions should not and cannot be answered objectively with industry involvement. Funding bodies and other stakeholders should also recognise this and not render industry collaboration compulsory.",D3: Gacha / Loot box,1,1,1,Q1
26690622,"Risk for exercise dependence, eating disorder pathology, alcohol use disorder and addictive behaviors among clients of fitness centers.",Müller Astrid et al.,2015,Journal of behavioral addictions,"Exercise dependence (EXD) is considered a behavioral addiction that is often associated with eating disorders. To date, only few studies examined the potential overlap between EXD and other addictive behaviors. Therefore, the present study aimed at investigating the relationship of EXD with pathological buying, pathological video gaming (offline and online), hypersexual behavior, and alcohol use disorder in a sample of clients of fitness centers. The following questionnaires were answered by 128 individuals (age M = 26.5, SD = 6.7 years; 71.7% men, 74.2% university students): Exercise Dependence Scale, Eating Disorder Examination-Questionnaire, Compulsive Buying Scale, Pathological Computer-Gaming Scale, Hypersexual Behavior Inventory, and Alcohol Use Disorders Identification Test (AUDIT). 7.8% of the sample were at-risk for EXD, 10.9% reported eating disorder pathology, 2.3% pathological buying, 3.1% hypersexual behavior, and none of the participants suffered from pathological video gaming. The criteria for severe alcohol disorder pathology (AUDIT ≥ 16) were fulfilled by 10.2%. With regard to continuous symptom scores, EXD symptoms were positively correlated with both eating disorder pathology and pathological buying but not with pathological video gaming, hypersexuality or alcohol use disorder. It is noteworthy that more symptoms of pathological buying corresponded with more symptoms of hypersexual behavior. The correlation pattern did not differ by gender. The co-occurrence of EXD, pathological buying and hypersexual behavior on a subclinical level or in the early stage of the disorders should be taken into account when assessing and treating patients. More research is warranted in order to investigate possible interactions between these conditions.",D4: Inventory / virtual possession; Cross-domain: Hoarding link,1,1,1,Q1
23157656,Biodegradation of ivory (natural apatite): possible involvement of fungal activity in biodeterioration of the Lewis Chessmen.,Pinzari Flavia et al.,2013,Environmental microbiology,"Fungal biodeterioration of ivory was investigated with in vitro inoculation of samples obtained from boar and walrus tusks with the fungi Aspergillus niger and Serpula himantioides, species of known geoactive abilities. A combination of light and scanning electron microscopy together with associated analytical techniques was used to characterize fungal interactions with the ivory, including changes in ivory composition, dissolution and tunnelling, and the formation of new biominerals. The research was aimed at providing further understanding of the potential roles of fungi in the colonization and deterioration of ivory in terrestrial environments, but also contributes to our knowledge regarding the possible origins of the surface damage observed on early medieval sculptures made largely from walrus tusks, referred to as 'the Lewis hoard of gaming pieces', that were presumably produced for playing chess. The experiments have shown that the possibility of damage to ivory being caused by fungi is realistic. Scanning electron microscopy revealed penetration of fungal hyphae within cracks in the walrus tusk that showed also widespread tunnelling by fungal hyphae as well as 'fungal footprints' where the surface was etched as a consequence of mycelial colonization. Similar phenomena were observed with boar tusk ivory, while production of metabolites could lead to complete dissolution of the sample. Colonization of ivory and/or exposure to fungal activity lead to extensive secondary biomineral formation, and this was identified as calcium oxalate, mainly as the monohydrate, whewellite.",Cross-domain: Hoarding link,1,1,1,Q1
41454725,[The National Survey on Addiction Problems in Hungary 2023 (NSAPH): Methodology and sample description].,Paksi Borbala et al.,2025,Neuropsychopharmacologia Hungarica : a Magyar Pszichofarmakologiai Egyesulet lapja = official journal of the Hungarian Association of Psychopharmacology,"The paper presents the general methodological background and main methodological results of the 2023 wave of the National Survey on Addiction Problems in Hungary (NSAPH). The ultimate aim of the research was to provide a comprehensive epidemiological overview of addictive problems, including substance use-related behaviours and behavioural addictions) among the adult population in Hungary, complemented by some objectives to develop/refresh the conceptual framework and indicators. The study presents the measurement instruments used in the research, the sampling and data collection strategy employed, and the methodological results related to sample selection and the reliability and validity of the measurement instruments used. The survey was conducted on a nationally representative sample of 2200 gross, 1800 net population aged 18-64, using a mixed survey technique combining face-to-face interviewing with self-completion elements. The theoretical margin of error at the 95% conﬁdence level is ±2.3%. Sample outliers were corrected by matrix weighting by stratum category. The data collection battery used in the survey covered substance use behaviours (smoking, alcohol and other psychoactive substance use), diﬀerent behavioural addictions (problematic internet use, gaming disorder, problem social media use, problematic mobile phone use, gambling disorder, exercise addiction, eating disorders, work addiction, compulsive buying-shopping behaviour) and included instruments to map socio-demographic and psychological background. The reliability and validity of the data obtained along the target variables were analysed by means of indicators calculated on the basis of the correlations between the answers to the diﬀerent logically related questions in the questionnaire, the proportion of missing and invalid answers, the proportion of consumption responses to a so-called dummy drug, and by examining the internal consistency of the standard scales used. Based on the proportion of consistent users in relation to the lifetime prevalence value, it can be concluded that for the majority of the substances tested, the lifetime prevalence values contain a higher proportion of consistent data. Compared to sociodemographic questions, which can be considered neutral, the proportion of missing and invalid responses for the addictive behaviours studied can be considered relatively high, but good compared to other sensitive questions. The degree of overestimation is negligible. Ove-rall, the methodological results of the OLAAP 2023 survey suggest that valid and reliable conclusions can be drawn from the survey data with regard to the current characteristics and patterns of the addictive behaviours under investigation. The trends in out-of-sample errors in substance use behaviour indicate that, in addition to the increased attention that is still needed, the careful interpretation of results and the use of estimation procedures developed over the years and continued in this research, we can rely somewhat greater conﬁdence than before on results obtained using standard measurement instruments when analysing changes.",D3: Gacha / Loot box; D5: Completionism; Cross-domain: Hoarding link,1,1,1,Q1
41391469,Gaming and gambling behaviours among Italian adolescents: a cross-sectional study.,Mosconi Giansanto et al.,2026,The Lancet. Public health,"As the boundaries between gaming and gambling increasingly blur, emerging evidence suggests that gaming might act as a gateway to gambling. In this context, we examined the prevalence of these behaviours and their relationship with each other in a nationally representative sample of Italian adolescents. In this cross-sectional study, we used data from 11 965 students aged 15-19 years (mean age 16·9 years, SD 1·4; 50·6% male, 49·4% female) who participated in the 2023 ESPAD Italia cross-sectional survey between April 15 and May 31, 2023. Anonymous in-class questionnaires were administered to students on paper or online. Participants reported their sex (current legal), year of birth, geographical area, and perceived socioeconomic status. Information on gaming was derived from self-reported measures, including the Screening Test for Problematic Gaming (STPG). Gambling data included self-reported participation and patterns of engagement (assessed using the South Oaks Gambling Screen-Revised for Adolescents; SOGS-RA). Post-stratification weighting based on geographical area, age, and sex was applied in accordance with the target population's distribution. We estimated adjusted odds ratios (aORs) and 95% CIs for gambling participation, any-risk gambling (SOGS-RA ≥2), and problem gambling (SOGS-RA ≥4) in relation to gaming behaviours using logistic regression models, adjusting for age, sex, geographical area, and perceived economic status. Recent (past 12 months) gaming was reported by 67·2% (n=6621) of participants (85·2% of male participants [n=4181]; 49·2% of female participants [n=2440]). Among them, 33·0% (n=1937) had spent money on gaming in the previous year, and 24·0% (n=1511) scored high on the STPG. Lifetime gambling was reported by 58·7% (n=5955) of participants (65·8% of male participants [n=3311]; 51·6% of female participants [n=2644]; 57·2% [n=3653] of minor participants [younger than 18 years]), while recent (past 12 months) gambling was reported by 53·0% (n=5422; 60·0% of male participants [n=3055]; 45·9% of female participants [n=2367]; 51·5% of minor participants [n=3310]). Among recent gamblers, 20·4% [n=798] met criteria for any-risk gambling. Recent gaming was associated with lifetime gambling (aOR 1·74, 95% CI 1·57-1·93), recent gambling (1·65, 1·49-1·83), and any-risk gambling (1·33, 1·08-1·62). With increasing in-game spending and loot box engagement, these associations seemed to strengthen. An average monthly spending of more than €50 on in-game purchases (1·64, 1·10-2·44) and more than €5 on loot boxes (4·76, 2·55-8·88) over the past 12 months was associated with problem gambling. Like gaming, gambling is widespread among Italian adolescents, including minors. Findings indicate a convergence between these behaviours and suggest that gaming monetisation systems might engage psychological vulnerabilities similar to those involved in gambling, or even-although causal inferences cannot be drawn due to the limitations of the cross-sectional design-promote gambling participation and escalation. Department for Anti-Drug Policies, Presidency of the Italian Council of Ministers (Italy); Italian Ministry of University and Research; General Directorate for Welfare of the Lombardy Region; and Local Health Protection Agency of Pavia.",D3: Gacha / Loot box; D6: Backlog,1,1,1,Q1+Q2
35855504,Internet use and internet-based addictive behaviours during coronavirus pandemic.,Kovačić Petrović Zrnka et al.,2022,Current opinion in psychiatry,"The COVID-19 outbreak profoundly influenced human lives on different levels. This narrative review aims to present recent data relating to the COVID-19 pandemic and internet use and internet-based addictive behaviours [problematic Internet use (PIU), Internet addiction, Internet gaming disorder, problem gambling or gambling disorder, social media addiction including smartphone use disorder, problematic pornography use, and compulsive buying]. During the COVID-19 pandemic, the prevalence of Internet use and Internet-based addictive behaviours increased in all age groups. The COVID-19 pandemic and related containment measures were been associated with increased levels of stress, anxiety, and depression in the general population, especially among children and adolescents, which are the vulnerable groups for the development of mental disorders during the crisis. Furthermore, the fear resulting from the disease, the 'lockdown' measures, high levels of uncertainty regarding the future, and financial insecurity increased levels of loneliness, PIU, and Internet addiction. Longitudinal researches focused on the negative impacts of Internet use in prolonged stress situations on mental health, vulnerable groups, and quality of life (QoL) are needed to help clinicians and policymakers to reduce adverse consequences. Prevention programs for Internet use and Internet-based addictive behaviours must be customized to meet the needs of children, adolescents, and adults. Also, treatment programs must be tailored to the needs of patients with different Internet-based addictions.",D3: Gacha / Loot box; Cross-domain: Hoarding link,1,1,1,Q1
24450756,Strategic and non-strategic problem gamblers differ on decision-making under risk and ambiguity.,Lorains Felicity K et al.,2014,"Addiction (Abingdon, England)","To analyse problem gamblers' decision-making under conditions of risk and ambiguity, investigate underlying psychological factors associated with their choice behaviour and examine whether decision-making differed in strategic (e.g., sports betting) and non-strategic (e.g., electronic gaming machine) problem gamblers. Cross-sectional study. Out-patient treatment centres and university testing facilities in Victoria, Australia. Thirty-nine problem gamblers and 41 age, gender and estimated IQ-matched controls. Decision-making tasks included the Iowa Gambling Task (IGT) and a loss aversion task. The Prospect Valence Learning (PVL) model was used to provide an explanation of cognitive, motivational and response style factors involved in IGT performance. Overall, problem gamblers performed more poorly than controls on both the IGT (P = 0.04) and the loss aversion task (P = 0.01), and their IGT decisions were associated with heightened attention to gains (P = 0.003) and less consistency (P = 0.002). Strategic problem gamblers did not differ from matched controls on either decision-making task, but non-strategic problem gamblers performed worse on both the IGT (P = 0.006) and the loss aversion task (P = 0.02). Furthermore, we found differences in the PVL model parameters underlying strategic and non-strategic problem gamblers' choices on the IGT. Problem gamblers demonstrated poor decision-making under conditions of risk and ambiguity. Strategic (e.g. sports betting, poker) and non-strategic (e.g. electronic gaming machines) problem gamblers differed in decision-making and the underlying psychological processes associated with their decisions.",D1: Loss aversion / behavioral economics; D3: Gacha / Loot box,1,1,1,Q1
