openalex_id,pmid,doi,title,abstract,year,journal,authors,type,cited_by_count,domain_query
W2096650495,24550858,10.3389/fpsyg.2014.00028,Cognitive behavioral game design: a unified model for designing serious games,"Video games have a unique ability to engage, challenge, and motivate, which has led teachers, psychology specialists, political activists and health educators to find ways of using them to help people learn, grow and change. Serious games, as they are called, are defined as games that have a primary purpose other than entertainment. However, it is challenging to create games that both educate and entertain. While game designers have embraced some psychological concepts such as flow and mastery, understanding how these concepts work together within established psychological theory would assist them in creating effective serious games. Similarly, game design professionals have understood the propensity of video games to teach while lamenting that educators do not understand how to incorporate educational principles into game play in a way that preserves the entertainment. Bandura (2006) social cognitive theory (SCT) has been used successfully to create video games that create positive behavior outcomes, and teachers have successfully used Gardner's (1983) theory of multiple intelligences (MIs) to create engaging, immersive learning experiences. Cognitive behavioral game design is a new framework that incorporates SCT and MI with game design principles to create a game design blueprint for serious games.",2014,Frontiers in Psychology,Katryna Starks,article,154,D4
W2733615901,28658960,10.1556/2006.6.2017.033,The influence of game genre on Internet gaming disorder,"Background and aims Although Internet gaming disorder (IGD) has been investigated in detail, minimal research has been conducted regarding the influence of different game genres on IGD. The aim of this study is to compare the characteristics of members of game genre-specific groups with IGD and to identify factors associated with IGD status in each group in a large sample of adults. Methods Internet games were categorized into four genres: real-time strategy games, massive multiplayer online role-playing games (MMORPG), sport games, and first-person shooter (FPS) games. Participants (n = 2,923) who usually played one of these games completed an anonymous online survey that collected sociodemographic, game usage pattern, and psychopathological assessment data. Results MMORPG and FPS game players more frequently met the criteria for IGD than participants in the other two groups. Differences between the IGD-suspected gamers within the genre-specific groups were observed for a few items, such as average game-playing time and the subscales of the behavioral activation system; however, the factors that contributed to the development of IGD within each game genre-specific group were found to be considerably different. Discussion and conclusions The findings of this study suggest that IGD is a stable psychiatric diagnosis encompassing users of a broad range of game genres. In addition, the development of strategies for the prevention of and early intervention on individuals at high risk for developing IGD may require consideration of the distinct characteristics identified as effective predictors of IGD in users of each game genre.",2017,Journal of Behavioral Addictions,Euihyeon Na; Inyoung Choi; Taek-Ho Lee; Hyeseon Lee; Mi Jung Rho,article,159,D4
W2798179625,29633243,10.1111/dmcn.13754,Internet gaming disorder in children and adolescents: a systematic review,"AIM: Internet gaming disorder (IGD) is a serious disorder leading to and maintaining pertinent personal and social impairment. IGD has to be considered in view of heterogeneous and incomplete concepts. We therefore reviewed the scientific literature on IGD to provide an overview focusing on definitions, symptoms, prevalence, and aetiology. METHOD: We systematically reviewed the databases ERIC, PsyARTICLES, PsycINFO, PSYNDEX, and PubMed for the period January 1991 to August 2016, and additionally identified secondary references. RESULTS: The proposed definition in the Diagnostic and Statistical Manual of Mental Disorders, Fifth Edition provides a good starting point for diagnosing IGD but entails some disadvantages. Developing IGD requires several interacting internal factors such as deficient self, mood and reward regulation, problems of decision-making, and external factors such as deficient family background and social skills. In addition, specific game-related factors may promote IGD. Summarizing aetiological knowledge, we suggest an integrated model of IGD elucidating the interplay of internal and external factors. INTERPRETATION: So far, the concept of IGD and the pathways leading to it are not entirely clear. In particular, long-term follow-up studies are missing. IGD should be understood as an endangering disorder with a complex psychosocial background. WHAT THIS PAPER ADDS: In representative samples of children and adolescents, on average, 2% are affected by Internet gaming disorder (IGD). The mean prevalences (overall, clinical samples included) reach 5.5%. Definitions are heterogeneous and the relationship with substance-related addictions is inconsistent. Many aetiological factors are related to the development and maintenance of IGD. This review presents an integrated model of IGD, delineating the interplay of these factors.",2018,Developmental Medicine & Child Neurology,Frank W. Paulus; Susanne Ohmann; Alexander von Gontard; Christian Popow,review,616,D4
W2072385612,10402681,10.1037//0022-3514.76.6.972,"The relation of rational and experiential information processing styles to personality, basic beliefs, and the ratio-bias phenomenon.","A new version of the Rational-Experiential Inventory (REI), which measures rational and experiential thinking styles and includes subscales of self-reported ability and engagement, was examined in two studies. In Study 1, the two main scales were independent, and they and their subscales exhibited discriminant validity and contributed to the prediction of a variety of measures beyond the contribution of the Big Five scales. A rational thinking style was most strongly and directly related to Ego Strength, Openness, Conscientiousness, and favorable basic beliefs about the self and the world, and it was most strongly inversely related to Neuroticism and Conservatism. An experiential thinking style was most strongly directly related to Extraversion, Agreeableness, Favorable Relationships Beliefs, and Emotional Expressivity, and it was most strongly inversely related to Categorical Thinking, Distrust of Others, and Intolerance. In Study 2, a rational thinking style was inversely related and an experiential thinking style was unrelated to nonoptimal responses in a game of chance. It was concluded that the new REI is a significant improvement over the previous version and measures unique aspects of personality.",1999,Journal of Personality and Social Psychology,Rosemary Pacini; Seymour Epstein,article,920,D4
W2962510585,,10.1016/j.chb.2019.07.017,Unfair play? Video games as exploitative monetized services: An examination of game patents from a consumer protection perspective,"Video games as a consumer product have changed significantly with the advent of in-game purchasing systems (e.g., microtransactions, ‘loot boxes’). This review examines consumer protections related to in-game purchasing by anticipating some of the potential design strategies that might contribute to higher risk consumer behavior. Attention was directed towards the analysis of patents for potential in-game purchasing systems, with 13 identified on Google Patents. The design features were analysed in relation to the consumer rights and guarantees described in the terms of use agreements of the patent assignees. The analysis revealed that some in-game purchasing systems could be characterized as unfair or exploitative. These systems describe tactics that capitalize on informational advantages (e.g., behavioral tracking) and data manipulation (e.g., price manipulation) to optimize offers to incentivize continuous spending, while offering limited or no guarantees or protections (e.g., refund entitlement), with the potential to exploit vulnerable players (e.g., adolescents, problematic gamers). These findings are critically discussed in relation to behavioral economics, addiction psychology, and the clinical conceptualization of gaming disorder. Appropriate policy and consumer protection measures, psychologically informed interventions, and ethical game design guidelines are needed in order to protect the interests and wellbeing of consumers.",2019,Computers in Human Behavior,Daniel L. King; Paul Delfabbro; Sally Gainsbury; Michael Dreier; Nancy Greer,article,183,D4
W3127628230,,10.1016/j.dss.2021.113512,"Exploring the effects of psychological ownership, gaming motivations, and primary/secondary control on online game addiction",,2021,Decision Support Systems,Xunyi Wang; Mohamed Abdelhamid; G. Lawrence Sanders,article,77,D4
W2151422725,22173739,10.1177/0956797611418676,The Ideal Self at Play,"Video games constitute a popular form of entertainment that allows millions of people to adopt virtual identities. In our research, we explored the idea that the appeal of games is due in part to their ability to provide players with novel experiences that let them ""try on"" ideal aspects of their selves that might not find expression in everyday life. We found that video games were most intrinsically motivating and had the greatest influence on emotions when players' experiences of themselves during play were congruent with players' conceptions of their ideal selves. Additionally, we found that high levels of immersion in gaming environments, as well as large discrepancies between players' actual-self and ideal-self characteristics, magnified the link between intrinsic motivation and the experience of ideal-self characteristics during play.",2011,Psychological Science,Andrew K Przybylski; Netta Weinstein; Kou Murayama; Martin F. Lynch; Richard M. Ryan,article,269,D4
W2554310672,27859666,10.1002/hup.2559,Effectiveness of atomoxetine and methylphenidate for problematic online gaming in adolescents with attention deficit hyperactivity disorder,"OBJECTIVE: There is a high prevalence of problematic online gaming in adolescents with attention deficit hyperactivity disorder (ADHD). In the current study, we compared the effectiveness of atomoxetine (ATM) and methylphenidate (MPH) on problematic online gaming in adolescents with ADHD. METHODS: We recruited 86 adolescents diagnosed with ADHD together with Internet gaming disorder. These participants were divided into two treatment groups: 44 participants were treated with MPH for 12 weeks, and 42 participants were treated with ATM for 12 weeks. RESULTS: During the 3-month study period, the MPH group showed greater improvement in Korean ADHD rating scale scores than the ATM group. The ATM group showed greater improvement in Child Depression Inventory scores than the MPH group. However, Young Internet Addiction Scale and Behavioral Inhibition & Activation Scales score changes did not differ significantly between the MPH and ATM groups. In both groups, changes in Young Internet Addiction Scale scores were positively correlated with the changes in Behavioral Inhibition & Activation Scales scores. CONCLUSIONS: Both MPH and ATM reduced the severity of Internet gaming disorder symptoms, and this reduction was correlated with impulsivity reduction, which also resulted from both ADHD medications. These findings suggest impulsivity plays a critical role in the development of problematic online gaming.",2016,Human Psychopharmacology Clinical and Experimental,Jeong Ha Park; Young Sik Lee; Ji Hyun Sohn; Doug Hyun Han,article,151,D4
W2107159911,23299890,10.1038/ncomms2328,Higher levels of multiple ecosystem services are found in forests with more tree species,"Forests are of major importance to human society, contributing several crucial ecosystem services. Biodiversity is suggested to positively influence multiple services but evidence from natural systems at scales relevant to management is scarce. Here, across a scale of 400,000 km2, we report that tree species richness in production forests shows positive to positively hump-shaped relationships with multiple ecosystem services. These include production of tree biomass, soil carbon storage, berry production and game production potential. For example, biomass production was approximately 50% greater with five than with one tree species. In addition, we show positive relationships between tree species richness and proxies for other biodiversity components. Importantly, no single tree species was able to promote all services, and some services were negatively correlated to each other. Management of production forests will therefore benefit from considering multiple tree species to sustain the full range of benefits that the society obtains from forests. Tree diversity is thought to benefit forest ecosystems, but evidence from large-scale studies is scarce. This study of a 400,000 km2forest area shows that higher tree species richness supports higher levels of multiple ecosystem services, and therefore also a more sustainable management of production forests.",2013,Nature Communications,Lars Gamfeldt; Tord Snäll; Robert Bagchi; Micael Jonsson; Lena Gustafsson,article,1431,D4
W2164596829,,10.1287/mnsc.48.10.1314.271,Competition and Outsourcing with Scale Economies,"Scale economies are commonplace in operations, yet because of analytical challenges, relatively little is known about how firms should compete in their presence. This paper presents a model of competition between two firms that face scale economies; (i.e., each firm's cost per unit of demand is decreasing in demand). A general framework is used, which incorporates competition between two service providers with price- and time-sensitive demand (a queuing game), and competition between two retailers with fixed-ordering costs and pricesensitive consumers (an Economic Order Quantity game). Reasonably general conditions are provided under which there exists at most one equilibrium, with both firms participating in the market. We demonstrate, in the context of the queuing game, that the lower cost firm in equilibrium may have a higher market share and a higher price, an enviable situation. We also allow each firm to outsource their production process to a supplier. Even if the supplier's technology is no better than the firms' technology and the supplier is required to establish dedicated capacity (so the supplier's scale can be no greater than either firm's scale), we show that the firms strictly prefer to outsource. We conclude that scale economies provide a strong motivation for outsourcing that has not previously been identified in the literature.",2002,Management Science,Gérard P. Cachon; Patrick T. Harker,article,502,D4
W2993958428,,10.1007/s11042-019-08348-9,A review of immersive virtual reality serious games to enhance learning and training,"Abstract The merger of game-based approaches and Virtual Reality (VR) environments that can enhance learning and training methodologies have a very promising future, reinforced by the widespread market-availability of affordable software and hardware tools for VR-environments. Rather than passive observers, users engage in those learning environments as active participants, permitting the development of exploration-based learning paradigms. There are separate reviews of VR technologies and serious games for educational and training purposes with a focus on only one knowledge area. However, this review covers 135 proposals for serious games in immersive VR-environments that are combinations of both VR and serious games and that offer end-user validation. First, an analysis of the forum, nationality, and date of publication of the articles is conducted. Then, the application domains, the target audience, the design of the game and its technological implementation, the performance evaluation procedure, and the results are analyzed. The aim here is to identify the factual standards of the proposed solutions and the differences between training and learning applications. Finally, the study lays the basis for future research lines that will develop serious games in immersive VR-environments, providing recommendations for the improvement of these tools and their successful application for the enhancement of both learning and training tasks.",2019,Multimedia Tools and Applications,David Checa; Andrés Bustillo,review,668,D4
W2015258583,,10.2753/jec1086-4415170401,Player Commitment to Massively Multiplayer Online Role-Playing Games (MMORPGs): An Integrated Model,"Abstract The massively multiplayer online role-playing game (MMORPG) phenomenon has generated significant interest on the part of consumers and software publishers. Despite considerable efforts to improve the technological quality (e.g., graphics, networking) of the games, little effort has been directed toward understanding the motivation that leads to successful and continued use of MMORPGs. The primary goal of this study is to identify the factors that influence player commitment to MMORPGs. We hypothesize that the key to obtaining loyalty is to motivate players to embrace ownership of the game by enhancing their ability to control their game character and to develop an online social identity. To achieve loyalty, two different strategies were proposed: (1) an ownership-enhancing strategy based on psychological ownership theory and (2) a socialization-enhancing strategy based on social identity theory. This study empirically examines the effectiveness of these two strategies in producing loyalty in MMORPG players. A structural equation model, developed to test the viability of the proposed strategies, found that both strategies contribute to establishing players' e-loyalty to the MMORPGs, and this finding has business implications for software developers and publishers. Keywords: E-loyaltyMMORPGonline role-playing gamespsychological ownershipsocial identitysocialization",2013,International Journal of Electronic Commerce,Junghoon Moon; Md. Dulal Hossain; G. Lawrence Sanders; Edward J. Garrity; Sooran Jo,article,113,D4
W2796076872,29614059,10.3390/ijerph15040668,Association between Internet Gaming Disorder or Pathological Video-Game Use and Comorbid Psychopathology: A Comprehensive Review,"The addictive use of video games is recognized as a problem with clinical relevance and is included in international diagnostic manuals and classifications of diseases. The association between ""Internet addiction"" and mental health has been well documented across a range of investigations. However, a major drawback of these studies is that no controls have been placed on the type of Internet use investigated. The aim of this study is to review systematically the current literature in order to explore the association between Internet Gaming Disorder (IGD) and psychopathology. An electronic literature search was conducted using PubMed, PsychINFO, ScienceDirect, Web of Science and Google Scholar (r.n. CRD42018082398). The effect sizes for the observed correlations were identified or computed. Twenty-four articles met the eligibility criteria. The studies included comprised 21 cross-sectional and three prospective designs. Most of the research was conducted in Europe. The significant correlations reported comprised: 92% between IGD and anxiety, 89% with depression, 85% with symptoms of attention deficit hyperactivity disorder (ADHD), and 75% with social phobia/anxiety and obsessive-compulsive symptoms. Most of the studies reported higher rates of IGD in males. The lack of longitudinal studies and the contradictory results obtained prevent detection of the directionality of the associations and, furthermore, show the complex relationship between both phenomena.",2018,International Journal of Environmental Research and Public Health,Vega González-Bueso; Juan José Villalaín Santamaría; Daniel Fernández; Laura Merino; Elena Montero,review,465,D4
W1975555673,,10.1111/j.1756-2171.2006.tb00034.x,An empirical model of firm entry with endogenous product-type choices,I describe a model of entry with endogenous product-type choices. These choices are formalized as the outcomes of a game of incomplete information in which rivals' differentiated products have nonuniform competitive effects on profits. I estimate the model for location choices in the video retail industry using a nested fixed-point algorithm solution. The results imply significant returns to product differentiation. Simulations illustrate the tradeoff between demand and intensified competition and the extent to which markets with more scope for differentiation support greater entry.,2006,The RAND Journal of Economics,Katja Seim,article,692,D4
W2903986723,,10.1016/j.ijinfomgt.2018.10.013,The rise of motivational information systems: A review of gamification research,"&lt;p&gt;Today, our reality and lives are increasingly game-like, not only because games have become a pervasive part of our lives, but also because activities, systems and services are increasingly gamified. Gamification refers to designing information systems to afford similar experiences and motivations as games do, and consequently, attempting to affect user behavior. In recent years, popularity of gamification has skyrocketed and manifested in growing numbers of gamified applications, as well as a rapidly increasing amount of research. However, this vein of research has mainly advanced without an agenda, theoretical guidance or a clear picture of the field.&lt;br /&gt;&lt;br /&gt;To make the picture more coherent, we provide a comprehensive review of the gamification research (N = 819 studies) and analyze the research models and results in empirical studies on gamification. While the results in general lean towards positive findings about the effectiveness of gamification, the amount of mixed results is remarkable. Furthermore, education, health and crowdsourcing as well as points, badges and leaderboards persist as the most common contexts and ways of implementing gamification. Concurrently, gamification research still lacks coherence in research models, and a consistency in the variables and theoretical foundations. As a final contribution of the review, we provide a comprehensive discussion, consisting of 15 future research trajectories, on future agenda for the growing vein of literature on gamification and gameful systems within the information system science field.&lt;br /&gt;&lt;/p&gt;",2018,International Journal of Information Management,Jonna Koivisto; Juho Hamari,review,1625,D4
W2074109300,,10.1177/1046878108327585,Developments in Business Gaming,"This article examines developments in business simulation gaming during the past 40 years. Covered in this article are a brief history of business games, the changing technology employed in the development and use of business games, changes in why business games are adopted and used, changes in how business games are administered, and the current state of business gaming. Readers interested in developments in other areas of simulation gaming (urban planning, social studies, ecology, economics, geography, health, etc.) are encouraged to look at other articles appearing during the 40th anniversary year of Simulation &amp; Gaming and at the many fine articles that appeared in the silver anniversary issue of Simulation &amp; Gaming (December 1995).",2008,Simulation & Gaming,A. J. Faria; David Hutchinson; William J. Wellington; Steven C. Gold,article,298,D4
W4231397353,,10.1080/00207721.2014.944326,International Journal of Systems Science,"A simulation-based approach to study stochastic inventory-planning games JAIDEEP J. RAOy*, KIRAN KUMAR RAVULAPATIz and TAPAS K. DAS} Non-cooperative decision-making problems in a decentralized supply chain can be characterized and studied using a stochastic game model. In an earlier paper, the authors developed a methodology that uses machine learning for finding (near) optimal policies for non-zero sum stochastic games, and applied their methodology on an N-retailer and W-warehouse inventory-planning problem. The focus of this paper is on making the methodology more amenable to practical applications by making it completely simulation-based. It is also demonstrated, through numerical example problems, how this methodology can be used to find (near) equilibrium policies, and evaluate short-term rewards of stochastic games. Short-term rewards of stochastic games could be, in many instances, more critical than equilibrium rewards. To our knowledge, no methodology exists in the open literature that can capture the short-term behaviour of non-zero sum stochastic games as examined in this paper. 1.",2014,International Journal of Systems Science,Editors,article,733,D4
W2113043717,,10.2307/1270107,Operations Research: Applications and Algorithms,"1. INTRODUCTION TO MODEL BUILDING. An Introduction to Modeling. The Seven-Step Model-Building Process. Examples. 2. BASIC LINEAR ALGEBRA. Matrices and Vectors. Matrices and Systems of Linear Equations. The Gauss-Jordan Method for Solving Systems of Linear Equations. Linear Independence and Linear Dependence. The Inverse of a Matrix. Determinants. 3. INTRODUCTION TO LINEAR PROGRAMMING. What is a Linear Programming Problem? The Graphical Solution of Two-Variable Linear Programming Problems. Special Cases. A Diet Problem. A Work-Scheduling Problem. A Capital Budgeting Problem. Short-term Financial Planning. Blending Problems. Production Process Models. Using Linear Programming to Solve Multiperiod Decision Problems: An Inventory Model. Multiperiod Financial Models. Multiperiod Work Scheduling. 4. THE SIMPLEX ALGORITHM AND GOAL PROGRAMMING. How to Convert an LP to Standard Form. Preview of the Simplex Algorithm. The Simplex Algorithm. Using the Simplex Algorithm to Solve Minimization Problems. Alternative Optimal Solutions. Unbounded LPs. The LINDO Computer Package. Matrix Generators, LINGO, and Scaling of LPs. Degeneracy and the Convergence of the Simplex Algorithm. The Big M Method. The Two-Phase Simplex Method. Unrestricted-in-Sign Variables. Karmarkars Method for Solving LPs. Multiattribute Decision-Making in the Absence of Uncertainty: Goal Programming. Solving LPs with Spreadsheets. 5. SENSITIVITY ANALYSIS: AN APPLIED APPROACH. A Graphical Introduction to Sensitivity Analysis. The Computer and Sensitivity Analysis. Managerial Use of Shadow Prices. What Happens to the Optimal z-value if the Current Basis is No Longer Optimal? 6. SENSITIVITY ANALYSIS AND DUALITY. A Graphical Introduction to Sensitivity Analysis. Some Important Formulas. Sensitivity Analysis. Sensitivity Analysis When More Than One Parameter is Changed: The 100% Rule. Finding the Dual of an LP. Economic Interpretation of the Dual Problem. The Dual Theorem and Its Consequences. Shadow Prices. Duality and Sensitivity Analysis. 7. TRANSPORTATION, ASSIGNMENT, AND TRANSSHIPMENT PROBLEMS. Formulating Transportation Problems. Finding Basic Feasible Solutions for Transportation Problems. The Transportation Simplex Method. Sensitivity Analysis for Transportation Problems. Assignment Problems. Transshipment Problems. 8. NETWORK MODELS. Basic Definitions. Shortest Path Problems. Maximum Flow Problems. CPM and PERT. Minimum Cost Network Flow Problems. Minimum Spanning Tree Problems. The Network Simplex Method. 9. INTEGER PROGRAMMING. Introduction to Integer Programming. Formulation Integer Programming Problems. The Branch-and-Bound Method for Solving Pure Integer Programming Problems. The Branch-and-Bound Method for Solving Mixed Integer Programming Problems. Solving Knapsack Problems by the Branch-and-Bound Method. Solving Combinatorial Optimization Problems by the Branch-and-Bound Method. Implicit Enumeration. The Cutting Plane Algorithm. 10. ADVANCED TOPICS IN LINEAR PROGRAMMING. The Revised Simplex Algorithm. The Product Form of the Inverse. Using Column Generation to Solve Large-Scale LPs. The Dantzig-Wolfe Decomposition Algorithm. The Simplex Methods for Upper-Bounded Variables. Karmarkars Method for Solving LPs. 11. NONLINEAR PROGRAMMING. Review of Differential Calculus. Introductory Concepts. Convex and Concave Functions. Solving NLPs with One Variable. Golden Section Search. Unconstrained Maximization and Minimization with Several Variables. The Method of Steepest Ascent. Lagrange Multiples. The Kuhn-Tucker Conditions. Quadratic Programming. Separable Programming. The Method of Feasible Directions. Pareto Optimality and Tradeoff Curves. 12. REVIEW OF CALCULUS AND PROBABILITY. Review of Integral Calculus. Differentiation of Integrals. Basic Rules of Probability. Bayes Rule. Random Variables. Mean Variance and Covariance. The Normal Distribution. Z-Transforms. Review Problems. 13. DECISION MAKING UNDER UNCERTAINTY. Decision Criteria. Utility Theory. Flaws in Expected Utility Maximization: Prospect Theory and Framing Effects. Decision Trees. Bayes Rule and Decision Trees. Decision Making with Multiple Objectives. The Analytic Hierarchy Process. Review Problems. 14. GAME THEORY. Two-Person Zero-Sum and Constant-Sum Games: Saddle Points. Two-Person Zero-Sum Games: Randomized Strategies, Domination, and Graphical Solution. Linear Programming and Zero-Sum Games. Two-Person Nonconstant-Sum Games. Introduction to n-Person Game Theory. The Core of an n-Person Game. The Shapley Value. 15. DETERMINISTIC EOQ INVENTORY MODELS. Introduction to Basic Inventory Models. The Basic Economic Order Quantity Model. Computing the Optimal Order Quantity When Quantity Discounts Are Allowed. The Continuous Rate EOQ Model. The EOQ Model with Back Orders Allowed. Multiple Product Economic Order Quantity Models. Review Problems. 16. PROBABILISTIC INVENTORY MODELS. Single Period Decision Models. The Concept of Marginal Analysis. The News Vendor Problem: Discrete Demand. The News Vendor Problem: Continuous Demand. Other One-Period Models. The EOQ with Uncertain Demand: the (r, q) and (s,S models). The EOQ with Uncertain Demand: the Service Level Approach to Determining Safety Stock Level. Periodic Review Policy. The ABC Inventory Classification System. Exchange Curves. Review Problems. 17. MARKOV CHAINS. What is a Stochastic Process. What is a Markov Chain? N-Step Transition Probabilities. Classification of States in a Markov Chain. Steady-State Probabilities and Mean First Passage Times. Absorbing Chains. Work-Force Planning Models. 18.DETERMINISTIC DYNAMIC PROGRAMMING. Two Puzzles. A Network Problem. An Inventory Problem. Resource Allocation Problems. Equipment Replacement Problems. Formulating Dynamic Programming Recursions. The Wagner-Whitin Algorithm and the Silver-Meal Heuristic. Forward Recursions. Using Spreadsheets to Solve Dynamic Programming Problems. Review Problems. 19. PROBABILISTIC DYNAMIC PROGRAMMING. When Current Stage Costs are Uncertain but the Next Periods State is Certain. A Probabilistic Inventory Model. How to Maximize the Probability of a Favorable Event Occurring. Further Examples of Probabilistic Dynamic Programming Formulations. Markov Decision Processes. Review Problems. 20. QUEUING THEORY. Some Queuing Terminology. Modeling Arrival and Service Processes. Birth-Death Processes. M/M/1/GD/o/o Queuing System and the Queuing Formula L=o W, The M/M/1/GD/o Queuing System. The M/M/S/ GD/o/o Queuing System. The M/G/ o/GD/oo and GI/G/o/GD/o/oModels. The M/ G/1/GD/o/o Queuing System. Finite Source Models: The Machine Repair Model. Exponential Queues in Series and Opening Queuing Networks. How to Tell whether Inter-arrival Times and Service Times Are Exponential. The M/G/S/GD/S/o System (Blocked Customers Cleared). Closed Queuing Networks. An Approximation for the G/G/M Queuing System. Priority Queuing Models. Transient Behavior of Queuing Systems. Review Problems. 21.SIMULATION. Basic Terminology. An Example of a Discrete Event Simulation. Random Numbers and Monte Carlo Simulation. An Example of Monte Carlo Simulation. Simulations with Continuous Random Variables. An Example of a Stochastic Simulation. Statistical Analysis in Simulations. Simulation Languages. The Simulation Process. 22.SIMULATION WITH PROCESS MODEL. Simulating an M/M/1 Queuing System. Simulating an M/M/2 System. A Series System. Simulating Open Queuing Networks. Simulating Erlang Service Times. What Else Can Process Models Do? 23. SPREADSHEET SIMULATION WITH @RISK. Introduction to @RISK: The Newsperson Problem. Modeling Cash Flows From A New Product. Bidding Models. Reliability and Warranty Modeling. Risk General Function. Risk Cumulative Function. Risktrigen Function. Creating a Distribution Based on a Point Forecast. Forecasting Income of a Major Corporation. Using Data to Obtain Inputs For New Product Simulations. Playing Craps with @RISK. Project Management. Simulating the NBA Finals. 24. FORECASTING. Moving Average Forecasting Methods. Simple Exponential Smoothing. Holts Method: Exponential Smoothing with Trend. Winters Method: Exponential Smoothing with Seasonality. Ad Hoc Forecasting, Simple Linear Regression. Fitting Non-Linear Relationships. Multiple Regression. Answers to Selected Problems. Index.",1988,Technometrics,Eric R. Ziegel; Wayne L. Winston,article,1707,D4
W134467738,,10.26503/dl.v2011i1.594,Game reward systems: Gaming experiences and social meanings,"The authors give an overview of how various video game reward systems provide positive experiences to players, and propose classifications for rewards and reward characteristics for further analysis. We also discuss what reward systems encourage players to do, and describe how they provide fun even before players receive their rewards. Next, we describe how game reward systems can be used to motivate or change behaviors in the physical world. One of our main suggestions is that players can have fun with both rewards and reward mechanisms—enjoying rewards while reacting to the motivation that such rewards provide. Based on relevant psychological theories, we discuss how reward mechanisms foster intrinsic motivation while giving extrinsic rewards. We think that reward systems and mechanisms in modern digital games provide social meaning for players primarily through motivation, enhanced status within gaming societies, and the use of rewards as social tools.",2011,,Hao Wang; Chuen–Tsai Sun,article,195,D4
W2564290053,,10.1016/j.chb.2016.11.045,Why do players buy in-game content? An empirical study on concrete purchase motivations,,2016,Computers in Human Behavior,Juho Hamari; Kati Alha; Simo Järvelä; J. Matias Kivikangas; Jonna Koivisto,article,246,D4
W3043943967,32750032,10.1556/2006.2020.00044,Social anxiety and Internet gaming disorder: The role of motives and metacognitions,"BACKGROUND AND AIMS: In recent years, Internet Gaming Disorder (IGD) has been recognized as a mental health problem. Although research has found that social anxiety, motives, the preference for online social interactions (POSI), and metacognitions about online gaming are independent predictors of IGD, less is known about their relative contribution to IGD. The aim of the current study was to model the relationship between social anxiety, motives, POSI, metacognitions about online gaming, and IGD. METHODS: Five hundred and forty three Italian gamers who play more than 7 h a week (mean age = 23.9 years; SD = 6.15 years; 82.5% males) were included in the study. The pattern of relationships specified by the theoretical model was examined through path analysis. RESULTS: Results showed that social anxiety was directly associated with four motives (escape, coping, fantasy, and recreation), POSI, and positive and negative metacognitions about online gaming, and IGD. The Sobel test showed that negative metacognitions about online gaming played the strongest mediating role in the relationship between social anxiety and IGD followed by escape, POSI, and positive metacognitions. The model accounted for 54% of the variance for IGD. DISCUSSION AND CONCLUSIONS: Overall, our findings show that, along with motives and POSI, metacognitions about online gaming may play an important role in the association between social anxiety and IGD. The clinical and preventive implications of these findings are discussed.",2020,Journal of Behavioral Addictions,Claudia Marino; Natale Canale; Alessio Vieno; Gabriele Caselli; Luca Scacchi,article,121,D4
W2760097335,,10.1007/s11469-017-9806-3,"Depression, Internet Gaming Disorder, and the Moderating Effect of the Gamer-Avatar Relationship: an Exploratory Longitudinal Study",,2017,International Journal of Mental Health and Addiction,Tyrone L. Burleigh; Vasilis Stavropoulos; Lucas W. L. Liew; Baxter L. M. Adams; Mark D. Griffiths,article,138,D4
W3084759728,,10.1016/j.techsoc.2020.101395,Loot boxes are gambling-like elements in video games with harmful potential: Results from a large-scale population survey,,2020,Technology in Society,Marc von Meduna; Fred Steinmetz; Lennart Ante; Jennifer Reynolds; Ingo Fiedler,article,82,D4
